userid,recency,frequency,monetary,rfm1,rfm2,buyer,ordersize,platform,category,mobile_os
110065680,10,2,38,133,133,0,0,"App",3,"android"
110086997,10,1,29.5,154,154,0,0,"App",3,"android"
110134060,10,1,29.5,154,154,0,0,"App",3,"android"
110136652,10,1,20,154,154,0,0,"App",3,"android"
110146982,10,1,76,152,152,0,0,"App",3,"android"
110168341,10,1,38,153,153,0,0,"App",3,"android"
110175502,10,5,38,113,113,0,0,"App",3,"android"
110185123,10,3,28,124,124,0,0,"App",3,"android"
110194467,10,1,29.5,154,154,0,0,"App",3,"android"
110202207,10,1,29.5,154,154,0,0,"App",3,"android"
110214634,10,5,29.5,114,114,0,0,"App",3,"android"
110234774,9,5,31,114,114,0,0,"App",3,"android"
110261663,9,1,29.5,154,154,0,0,"App",3,"android"
110264008,9,5,29.5,114,114,0,0,"App",3,"android"
110269637,9,5,20,114,114,0,0,"App",3,"android"
110273668,9,1,27.8,154,154,1,209,"App",3,"android"
110274856,9,1,29.5,154,154,0,0,"App",3,"android"
110296640,9,1,29.5,154,154,0,0,"App",3,"android"
110309423,9,1,29.5,154,154,0,0,"App",3,"android"
110310614,9,2,20,134,134,0,0,"App",3,"android"
110320473,9,3,25,124,124,0,0,"App",3,"android"
110340401,9,1,29.5,154,154,0,0,"App",3,"android"
110352340,9,1,20,154,154,0,0,"App",3,"android"
110378432,9,1,29.5,154,154,0,0,"App",3,"android"
110385259,9,1,25.8,154,154,0,0,"App",3,"android"
110399144,9,1,26,154,154,0,0,"App",3,"android"
110400834,9,3,78,122,122,0,0,"App",3,"android"
110402792,9,1,26,154,154,1,209,"App",3,"android"
110405721,9,3,29.5,124,124,0,0,"App",3,"android"
110417674,9,7,20,114,114,0,0,"App",3,"android"
110423472,9,1,29.5,154,154,0,0,"App",3,"android"
110448853,9,1,20,154,154,0,0,"App",3,"android"
110455938,9,7,26,114,114,0,0,"App",3,"android"
110479064,9,1,20,154,154,0,0,"App",3,"android"
110481102,9,2,20,134,134,0,0,"App",3,"android"
110481477,9,1,29.5,154,154,0,0,"App",3,"android"
110481931,9,4,20,124,124,0,0,"App",3,"android"
110483261,9,1,29.5,154,154,0,0,"App",3,"android"
110485535,9,1,20,154,154,0,0,"App",3,"android"
110497698,9,1,20,154,154,0,0,"App",3,"android"
110498571,9,1,25,154,154,0,0,"App",3,"android"
110500845,9,1,31,154,154,0,0,"App",3,"android"
110505832,9,3,29.5,124,124,0,0,"App",3,"android"
110511445,9,3,20,124,124,0,0,"App",3,"android"
52680897,424,1,25,554,554,0,0,"Browser",3,"android"
67491237,270,1,25,554,554,0,0,"Browser",3,"android"
70555292,244,3,50,523,523,0,0,"App",3,"android"
71737040,233,8,29.8,514,514,0,0,"App",3,"android"
73493186,218,1,33,554,554,0,0,"Browser",3,"android"
75813108,201,1,79.6,552,552,0,0,"App",3,"android"
84378654,138,1,25,554,554,0,0,"Browser",3,"android"
85196340,132,1,33,554,554,0,0,"Browser",3,"android"
85358881,131,2,153,531,531,0,0,"App",3,"android"
88055533,112,7,36,514,514,0,0,"App",3,"android"
89610780,101,5,35,514,514,0,0,"App",3,"android"
90293462,96,1,29.9,554,554,0,0,"App",3,"android"
90711025,94,1,29.9,554,554,0,0,"App",3,"android"
91121087,91,3,46,523,523,0,0,"App",3,"android"
91782623,86,2,56,533,533,0,0,"App",3,"android"
92929848,79,8,59.8,513,513,0,0,"App",3,"android"
93284831,77,2,159.2,431,431,0,0,"App",3,"android"
93812027,74,1,57.6,453,453,0,0,"App",3,"android"
95329039,67,1,42,453,453,0,0,"App",3,"android"
95589560,66,1,19.9,454,454,0,0,"App",3,"android"
95655356,66,1,22,454,454,0,0,"App",3,"android"
95927260,64,5,119.4,411,411,0,0,"App",3,"android"
96305423,63,3,31,424,424,0,0,"App",3,"android"
96727978,61,4,49.8,423,423,0,0,"App",3,"android"
97037383,61,7,19.9,414,414,0,0,"App",3,"android"
97240944,60,1,50,453,453,0,0,"App",3,"android"
97249092,60,3,20,424,424,0,0,"App",3,"android"
98972517,55,4,60,423,423,0,0,"App",3,"android"
100274758,51,1,29,454,454,0,0,"Browser",3,"android"
101665475,46,2,18,435,435,0,0,"App",3,"android"
101766686,45,1,93,452,452,0,0,"App",3,"android"
101838893,45,1,60,453,453,0,0,"App",3,"android"
102442974,44,1,19,455,455,0,0,"App",3,"android"
102577123,44,1,60,453,453,0,0,"App",3,"android"
102894795,42,1,25,454,454,0,0,"App",3,"android"
103843960,38,2,42,433,433,0,0,"App",3,"android"
104010774,38,3,25,424,424,0,0,"App",3,"android"
104041186,37,1,25,454,454,0,0,"App",3,"android"
104684537,34,2,30,434,434,0,0,"App",3,"android"
104747618,34,1,30,454,454,0,0,"App",3,"android"
104912512,33,1,25,454,454,0,0,"App",3,"android"
104962047,33,5,59.7,413,413,0,0,"App",3,"android"
105340139,31,3,25.2,324,324,0,0,"App",3,"android"
105770576,29,6,25,314,314,0,0,"App",3,"android"
105867841,29,2,22.8,334,334,0,0,"App",3,"android"
106312849,27,2,25,334,334,0,0,"App",3,"android"
106390332,27,2,53.8,333,333,0,0,"App",3,"android"
106404308,27,2,40,333,333,0,0,"App",3,"android"
106447986,26,2,25,334,334,0,0,"App",3,"android"
106609555,26,1,79.6,352,352,0,0,"Browser",3,"android"
106693952,25,3,25,324,324,0,0,"App",3,"android"
106862536,25,1,35,354,354,0,0,"App",3,"android"
106987620,24,1,39.8,353,353,0,0,"App",3,"android"
107261005,23,6,55.6,313,313,0,0,"App",3,"android"
107348140,23,1,40,353,353,0,0,"App",3,"android"
107369609,22,1,19.8,354,354,0,0,"Browser",3,"android"
107454775,22,1,50,353,353,0,0,"App",3,"android"
107725160,21,4,40,323,323,0,0,"App",3,"android"
107845076,20,1,25,354,354,0,0,"App",3,"android"
107940127,20,1,56,353,353,0,0,"App",3,"android"
108073790,19,4,50,323,323,0,0,"App",3,"android"
108077360,19,1,32,354,354,0,0,"App",3,"android"
108102051,19,8,79.2,312,312,0,0,"App",3,"android"
108154680,19,1,25,354,354,0,0,"App",3,"android"
108230378,18,1,59.8,353,353,0,0,"App",3,"android"
108292886,18,2,25,334,334,0,0,"App",3,"android"
108326643,18,3,50,323,323,0,0,"App",3,"android"
108355930,18,1,25,354,354,0,0,"App",3,"android"
108390646,18,1,25,354,354,0,0,"App",3,"android"
108423322,17,3,29.9,324,324,0,0,"App",3,"android"
108560341,17,1,40,353,353,0,0,"App",3,"android"
108697763,16,2,80.4,332,332,0,0,"App",3,"android"
108872652,15,1,25,254,254,0,0,"App",3,"android"
108875316,15,1,30.9,254,254,0,0,"App",3,"android"
108875615,15,9,29.5,214,214,0,0,"App",3,"android"
108906983,15,1,29.9,254,254,0,0,"App",3,"iphone"
109050624,15,1,25,254,254,0,0,"App",3,"android"
109126439,14,1,25,254,254,0,0,"App",3,"android"
109729782,11,4,49.6,223,223,0,0,"App",3,"android"
109748855,11,1,29.9,254,254,0,0,"App",3,"android"
109861482,11,4,19.8,224,224,0,0,"App",3,"android"
109869405,11,8,30,214,214,0,0,"App",3,"android"
109886666,11,3,20,224,224,0,0,"App",3,"android"
109936967,10,1,77.6,152,152,0,0,"App",3,"android"
110211867,10,3,25,124,124,0,0,"App",3,"android"
110213205,10,1,30,154,154,0,0,"App",3,"android"
110218840,9,2,24.9,134,134,0,0,"App",3,"android"
110219614,9,4,25,124,124,0,0,"App",3,"android"
110234627,9,1,30,154,154,0,0,"App",3,"android"
110237006,9,1,28,154,154,0,0,"App",3,"android"
110247498,9,1,25,154,154,0,0,"App",3,"android"
110247712,9,1,18,155,155,0,0,"App",3,"android"
110250462,9,1,25,154,154,0,0,"App",3,"android"
110256455,9,2,29.5,134,134,0,0,"App",3,"android"
110272561,9,1,20,154,154,0,0,"App",3,"android"
110280376,9,5,25,114,114,0,0,"App",3,"android"
110317194,9,4,25,124,124,0,0,"App",3,"android"
110332405,9,1,25,154,154,0,0,"App",3,"android"
110335462,9,3,20,124,124,0,0,"App",3,"android"
110335556,9,3,40,123,123,0,0,"App",3,"android"
110363651,9,3,220,121,121,0,0,"App",3,"android"
110367573,9,1,30,154,154,0,0,"App",3,"android"
110367627,9,1,20,154,154,0,0,"App",3,"android"
110378838,9,5,25,114,114,0,0,"App",3,"android"
110385695,9,1,77.6,152,152,0,0,"App",3,"android"
110386978,9,1,40,153,153,0,0,"App",3,"android"
110420818,9,2,28,134,134,0,0,"App",3,"android"
110444430,9,1,30,154,154,0,0,"App",3,"android"
110451397,9,4,29.5,124,124,0,0,"App",3,"android"
110454523,9,2,33,134,134,0,0,"App",3,"android"
110458762,9,3,28,124,124,0,0,"App",3,"android"
110486791,9,1,25,154,154,0,0,"App",3,"android"
54079942,417,4,139.3,521,521,0,0,"App",3,"android"
82580451,150,1,50,553,553,0,0,"App",3,"android"
83278822,145,2,31.8,534,534,0,0,"App",3,"android"
88679544,108,1,45,553,553,0,0,"Browser",3,"android"
89417074,103,3,60,523,523,0,0,"App",3,"android"
92700631,80,2,44,533,533,0,0,"App",3,"android"
94589402,71,1,31,454,454,0,0,"App",3,"android"
95174621,68,1,30.5,454,454,0,0,"App",3,"android"
95713280,65,8,53.6,413,413,0,0,"App",3,"android"
96606931,62,1,140,451,451,0,0,"App",3,"android"
96775944,61,3,80.4,422,422,0,0,"App",3,"android"
97135457,60,1,21.8,454,454,0,0,"App",3,"android"
99968172,52,5,60,413,413,0,0,"App",3,"android"
100029349,52,1,40.5,453,453,0,0,"App",3,"android"
101038738,48,5,21.8,414,414,0,0,"App",3,"android"
102160409,45,1,21,454,454,0,0,"App",3,"android"
102426169,44,1,100,452,452,0,0,"App",3,"android"
102771072,43,1,19.9,454,454,0,0,"Browser",3,"android"
102801502,43,3,21.8,424,424,0,0,"App",3,"android"
102908039,42,6,39.8,413,413,0,0,"App",3,"android"
103118704,41,4,45.8,423,423,0,0,"App",3,"android"
103126240,41,8,71.4,412,412,0,0,"App",3,"android"
103184811,41,5,16.9,415,415,0,0,"App",3,"android"
103375092,40,3,40.5,423,423,0,0,"App",3,"android"
103465709,40,3,54,423,423,0,0,"App",3,"android"
103562217,40,1,34.9,454,454,0,0,"App",3,"android"
103810074,38,2,39.6,433,433,0,0,"App",3,"android"
103929658,38,1,54,453,453,0,0,"App",3,"android"
104116414,37,1,54,453,453,0,0,"App",3,"android"
104826174,33,1,30.5,454,454,0,0,"App",3,"android"
105464727,31,7,30,314,314,0,0,"App",3,"android"
106183480,28,1,40.5,353,353,0,0,"App",3,"android"
106398813,27,4,70,322,322,0,0,"App",3,"android"
106454181,26,3,53.6,323,323,0,0,"App",3,"android"
106572485,26,1,16.9,355,355,0,0,"App",3,"android"
106587633,26,1,26,354,354,0,0,"App",3,"android"
106660045,25,2,25,334,334,0,0,"App",3,"android"
106955965,24,5,25.8,314,314,0,0,"App",3,"android"
107001911,24,3,56,323,323,0,0,"App",3,"android"
107333820,23,1,118.5,351,351,0,0,"App",3,"android"
107678279,21,3,19.8,324,324,0,0,"App",3,"android"
108218868,18,1,59,353,353,0,0,"App",3,"android"
108315827,18,4,49.8,323,323,0,0,"App",3,"android"
108379938,18,1,40.5,353,353,0,0,"App",3,"android"
108502387,17,3,25,324,324,0,0,"Browser",3,"android"
108513259,17,3,29.9,324,324,0,0,"App",3,"android"
108540972,17,1,30,354,354,0,0,"App",3,"android"
108585402,17,2,19.9,334,334,0,0,"App",3,"android"
108694362,16,6,87,312,312,0,0,"App",3,"android"
108998563,15,4,90,222,222,0,0,"App",3,"android"
109206346,14,1,31,254,254,0,0,"App",3,"android"
109235518,14,8,39.9,213,213,0,0,"App",3,"android"
109258961,13,2,23,234,234,0,0,"App",3,"android"
109339401,13,1,25,254,254,0,0,"App",3,"android"
109542308,12,3,50,223,223,0,0,"App",3,"android"
109689059,11,2,25,234,234,0,0,"App",3,"android"
109792395,11,5,25,214,214,0,0,"App",3,"android"
109901345,10,4,40,123,123,0,0,"App",3,"android"
109912860,10,4,16.9,125,125,0,0,"App",3,"android"
109950205,10,10,29.9,114,114,0,0,"App",3,"android"
110020718,10,1,70,152,152,0,0,"App",3,"android"
110038283,10,1,29.9,154,154,0,0,"App",3,"android"
110047141,10,6,25,114,114,0,0,"App",3,"android"
110091528,10,2,30,134,134,0,0,"App",3,"android"
110106283,10,1,40,153,153,0,0,"App",3,"android"
110153298,10,1,29.9,154,154,0,0,"App",3,"android"
110156761,10,3,39.9,123,123,0,0,"App",3,"android"
110175652,10,8,39.9,113,113,1,209,"App",3,"android"
110177374,10,4,25,124,124,0,0,"App",3,"android"
110198423,10,6,88,112,112,0,0,"App",3,"android"
110212860,10,1,29.9,154,154,0,0,"App",3,"android"
110228841,9,5,40.5,113,113,0,0,"App",3,"android"
110232479,9,4,29.9,124,124,0,0,"App",3,"android"
110242375,9,1,27,154,154,0,0,"App",3,"android"
110258205,9,7,40.5,113,113,0,0,"App",3,"android"
110266430,9,1,30.5,154,154,0,0,"App",3,"android"
110293039,9,1,39.9,153,153,0,0,"App",3,"android"
110308133,9,1,29.9,154,154,0,0,"App",3,"android"
110318130,9,1,196,151,151,0,0,"App",3,"android"
110318927,9,2,19.9,134,134,0,0,"App",3,"android"
110320716,9,1,25,154,154,1,209,"App",3,"android"
110322074,9,7,30.5,114,114,0,0,"App",3,"android"
110328744,9,1,29.9,154,154,0,0,"App",3,"android"
110334560,9,6,40.5,113,113,0,0,"App",3,"android"
110342789,9,1,38,153,153,0,0,"App",3,"android"
110343288,9,5,27,114,114,0,0,"App",3,"android"
110358134,9,1,50,153,153,0,0,"App",3,"android"
110358860,9,1,25,154,154,0,0,"App",3,"android"
110365468,9,1,40.5,153,153,0,0,"App",3,"android"
110368650,9,2,79.6,132,132,0,0,"App",3,"android"
110405032,9,2,39.9,133,133,0,0,"App",3,"android"
110415359,9,1,15.9,155,155,0,0,"App",3,"android"
110423673,9,6,30.5,114,114,0,0,"App",3,"android"
110489381,9,4,25,124,124,0,0,"App",3,"android"
110490858,9,2,39.5,133,133,0,0,"Browser",3,"android"
110515682,9,1,29.9,154,154,0,0,"App",3,"android"
110518384,9,1,39.9,153,153,0,0,"App",3,"android"
110530113,9,1,29.9,154,154,0,0,"App",3,"android"
56023252,398,2,20,534,534,0,0,"App",3,"android"
56417646,394,3,62,523,523,0,0,"Browser",3,"android"
58155176,375,4,35,524,524,0,0,"Browser",3,"android"
59223555,362,2,19.9,534,534,0,0,"App",3,"android"
59675823,357,3,24.8,524,524,0,0,"App",3,"android"
60201341,351,5,36,514,514,0,0,"Browser",3,"android"
63353989,314,1,62,553,553,0,0,"App",3,"android"
66694324,277,2,70,532,532,0,0,"App",3,"android"
66927047,275,1,58,553,553,0,0,"App",3,"android"
67281453,272,2,47.7,533,533,0,0,"App",3,"android"
67313887,271,1,52,553,553,0,0,"App",3,"android"
67480907,270,3,138,521,521,0,0,"Browser",3,"android"
68043366,266,9,36,514,514,0,0,"Browser",3,"android"
68537590,262,7,36,514,514,0,0,"App",3,"android"
68924959,258,3,79.2,522,522,0,0,"App",3,"android"
72484535,225,1,30,554,554,0,0,"App",3,"android"
73103015,220,1,31,554,554,0,0,"App",3,"android"
73461024,218,4,46,523,523,0,0,"App",3,"android"
74990734,207,1,54,553,553,0,0,"App",3,"android"
75441379,204,1,46,553,553,0,0,"App",3,"android"
75841120,201,2,35.5,534,534,0,0,"App",3,"android"
76151924,199,1,25.1,554,554,0,0,"Browser",3,"android"
76537345,196,6,26,514,514,0,0,"App",3,"android"
76985949,193,2,65.9,532,532,0,0,"Browser",3,"android"
77278368,192,1,51,553,553,0,0,"App",3,"android"
77722893,188,3,6.8,525,525,0,0,"App",3,"android"
78287035,184,1,36,554,554,0,0,"App",3,"android"
79835322,171,6,51,513,513,0,0,"App",3,"android"
80100114,169,9,30,514,514,0,0,"App",3,"android"
82664783,150,1,26,554,554,0,0,"App",3,"android"
83588599,143,3,28,524,524,0,0,"App",3,"android"
84653074,136,1,48,553,553,0,0,"App",3,"android"
85103551,133,1,88,552,552,0,0,"App",3,"android"
85242894,132,4,33,524,524,0,0,"Browser",3,"android"
85558549,129,1,31,554,554,0,0,"Browser",3,"android"
85948541,127,2,45,533,533,0,0,"App",3,"android"
86042962,126,1,140,551,551,0,0,"App",3,"android"
86262456,124,2,30,534,534,0,0,"Browser",3,"android"
86863201,120,3,25,524,524,0,0,"App",3,"android"
87322175,117,1,60,553,553,0,0,"App",3,"android"
88235877,111,2,71.6,532,532,0,0,"App",3,"android"
88596075,108,3,81,522,522,0,0,"App",3,"android"
89610572,101,1,28,554,554,0,0,"App",3,"android"
89844520,100,1,57,553,553,0,0,"App",3,"android"
90551620,94,1,107.4,552,552,0,0,"App",3,"android"
91972176,85,2,24.5,534,534,0,0,"App",3,"android"
92081341,84,4,25,524,524,0,0,"Browser",3,"android"
92700242,80,3,52,523,523,0,0,"Browser",3,"android"
93105068,78,2,117,531,531,0,0,"App",3,"android"
93267405,77,2,20,434,434,0,0,"App",3,"android"
93720967,75,4,50,423,423,0,0,"Browser",3,"android"
93895792,74,9,30,414,414,0,0,"App",3,"android"
94062811,73,3,30,424,424,0,0,"Browser",3,"android"
94442682,72,1,27,454,454,0,0,"App",3,"android"
94960523,69,4,30,424,424,0,0,"App",3,"android"
94967605,69,1,26,454,454,0,0,"App",3,"android"
95847666,65,1,25,454,454,0,0,"App",3,"android"
95995045,64,4,25,424,424,0,0,"App",3,"android"
96821429,61,4,29,424,424,0,0,"App",3,"android"
97061552,61,1,25.9,454,454,0,0,"App",3,"android"
98668289,57,1,36,454,454,0,0,"App",3,"android"
98893086,56,1,51,453,453,0,0,"App",3,"android"
99509361,53,1,20,454,454,0,0,"App",3,"android"
99524241,53,1,60,453,453,0,0,"App",3,"android"
99728676,53,3,25,424,424,0,0,"App",3,"android"
99731708,53,6,25,414,414,0,0,"App",3,"android"
99942107,52,8,30,414,414,0,0,"App",3,"android"
99976610,52,5,35,414,414,0,0,"Browser",3,"android"
100382384,50,1,69,452,452,0,0,"App",3,"android"
100523813,50,2,31,434,434,0,0,"App",3,"android"
100629593,49,1,26,454,454,0,0,"App",3,"android"
100773282,49,4,90,422,422,0,0,"App",3,"android"
100988627,48,4,27,424,424,0,0,"App",3,"android"
102243000,44,4,27,424,424,0,0,"App",3,"android"
102372302,44,1,31,454,454,0,0,"App",3,"android"
102724906,43,1,12.5,455,455,0,0,"App",3,"android"
102732153,43,3,51,423,423,0,0,"App",3,"android"
102886431,42,1,84,452,452,0,0,"App",3,"android"
102891526,42,3,40,423,423,0,0,"App",3,"android"
103136292,41,3,25,424,424,0,0,"App",3,"android"
103173019,41,1,45,453,453,0,0,"App",3,"android"
103335905,41,1,35,454,454,0,0,"App",3,"android"
103461771,40,2,70,432,432,0,0,"App",3,"android"
103864699,38,2,40,433,433,0,0,"App",3,"android"
104032469,38,3,25.5,424,424,0,0,"App",3,"android"
104173365,37,3,26,424,424,0,0,"App",3,"android"
104412422,36,10,25,414,414,0,0,"App",3,"android"
104462988,35,7,52,413,413,0,0,"App",3,"android"
104836081,33,3,20,424,424,0,0,"App",3,"android"
104925651,33,1,60,453,453,0,0,"App",3,"android"
105043466,32,1,59.9,453,453,0,0,"App",3,"android"
105061402,32,4,90,422,422,0,0,"App",3,"android"
105139558,32,1,130,451,451,0,0,"App",3,"android"
105259573,31,1,35,354,354,0,0,"App",3,"android"
105611086,30,1,79.6,352,352,0,0,"App",3,"android"
105674770,30,2,21,334,334,0,0,"App",3,"android"
106007379,28,3,20.5,324,324,0,0,"App",3,"android"
106017105,28,1,49,353,353,0,0,"App",3,"android"
106062531,28,1,39.6,353,353,0,0,"App",3,"android"
106080275,28,3,51,323,323,0,0,"App",3,"android"
106104030,28,1,21,354,354,0,0,"App",3,"android"
106130006,28,1,26.9,354,354,0,0,"App",3,"android"
106151868,28,8,26,314,314,0,0,"App",3,"android"
106365676,27,4,39.8,323,323,0,0,"App",3,"android"
106406416,26,8,60,313,313,0,0,"App",3,"android"
106407311,26,1,22,354,354,0,0,"App",3,"android"
106491464,26,7,30,314,314,0,0,"App",3,"android"
106540459,26,1,30,354,354,0,0,"App",3,"android"
107101894,24,1,24.5,354,354,0,0,"App",3,"android"
107191723,23,1,88,352,352,0,0,"App",3,"android"
107271659,23,1,36,354,354,0,0,"App",3,"android"
107303943,23,1,79.8,352,352,0,0,"App",3,"android"
107327331,23,1,15,355,355,0,0,"App",3,"android"
107686811,21,1,72,352,352,0,0,"App",3,"android"
107704571,21,1,36,354,354,0,0,"App",3,"android"
107769961,21,1,20,354,354,0,0,"App",3,"android"
107895303,20,1,58,353,353,0,0,"Browser",3,"android"
107960852,20,1,30,354,354,1,209,"App",3,"android"
108217836,18,3,70,322,322,0,0,"App",3,"android"
108257351,18,1,35,354,354,0,0,"App",3,"android"
108308319,18,1,30,354,354,0,0,"App",3,"android"
108329981,18,1,49.8,353,353,0,0,"App",3,"android"
108367288,18,3,40,323,323,0,0,"App",3,"android"
108393014,18,2,39,333,333,0,0,"App",3,"android"
108562735,17,5,75,312,312,0,0,"Browser",3,"android"
108597038,17,1,63,353,353,0,0,"App",3,"android"
108617011,17,6,79.9,312,312,0,0,"App",3,"android"
108636056,17,1,42,353,353,0,0,"App",3,"android"
108677265,16,1,35,354,354,0,0,"App",3,"android"
108832472,16,1,180,351,351,0,0,"App",3,"android"
109001233,15,1,62,253,253,0,0,"App",3,"android"
109015978,15,4,39.8,223,223,0,0,"App",3,"android"
109072348,14,3,72,222,222,0,0,"App",3,"android"
109099137,14,9,25.8,214,214,0,0,"Browser",3,"android"
109190216,14,1,62,253,253,0,0,"App",3,"android"
109284630,13,2,25.8,234,234,0,0,"App",3,"android"
109295563,13,1,29.9,254,254,0,0,"App",3,"android"
109343827,13,1,39,253,253,0,0,"App",3,"android"
109366569,13,1,35,254,254,0,0,"App",3,"android"
109389007,13,9,52.6,213,213,0,0,"Browser",3,"android"
109443357,12,1,54,253,253,0,0,"App",3,"android"
109454349,12,8,36.7,213,213,0,0,"App",3,"android"
109465428,12,7,26.3,214,214,0,0,"App",3,"android"
109472358,12,7,31,214,214,0,0,"Browser",3,"android"
109506202,12,4,40,223,223,0,0,"App",3,"android"
109518603,12,1,21,254,254,0,0,"App",3,"android"
109554125,12,8,38,213,213,0,0,"App",3,"android"
109702587,11,1,35,254,254,0,0,"App",3,"android"
109757186,11,3,24.9,224,224,0,0,"App",3,"android"
109788514,11,1,40,253,253,0,0,"App",3,"android"
109813032,11,1,31,254,254,0,0,"App",3,"android"
109827717,11,6,57.6,213,213,0,0,"App",3,"android"
109867452,11,3,26,224,224,0,0,"App",3,"android"
109918947,10,5,25,114,114,0,0,"App",3,"android"
109918971,10,2,39.8,133,133,0,0,"App",3,"android"
109931340,10,1,36.6,153,153,0,0,"App",3,"android"
109960950,10,5,30,114,114,0,0,"App",3,"android"
109980340,10,2,62,133,133,0,0,"App",3,"android"
110018972,10,1,52,153,153,0,0,"App",3,"android"
110093367,10,7,26.9,114,114,0,0,"Browser",3,"android"
110095653,10,1,39.8,153,153,0,0,"App",3,"android"
110125586,10,2,64.5,132,132,0,0,"App",3,"android"
110127938,10,6,25,114,114,0,0,"App",3,"android"
110129707,10,3,79.8,122,122,0,0,"App",3,"android"
110159246,10,2,35,134,134,0,0,"App",3,"android"
110160591,10,4,70,122,122,0,0,"App",3,"android"
110165316,10,1,45.8,153,153,0,0,"App",3,"android"
110166190,10,1,28,154,154,0,0,"App",3,"android"
110174657,10,1,87,152,152,0,0,"App",3,"android"
110183381,10,1,40,153,153,0,0,"App",3,"android"
110186048,10,1,45,153,153,0,0,"Browser",3,"android"
110189861,10,4,70,122,122,0,0,"App",3,"android"
110204898,10,3,19.9,124,124,0,0,"App",3,"android"
110206805,10,1,31,154,154,0,0,"App",3,"android"
110210358,10,1,25,154,154,0,0,"App",3,"android"
110217012,9,1,79.8,152,152,0,0,"App",3,"android"
110217169,9,2,70,132,132,0,0,"App",3,"android"
110222417,9,2,30,134,134,0,0,"App",3,"android"
110226664,9,4,71,122,122,0,0,"App",3,"android"
110236653,9,1,24,154,154,0,0,"App",3,"android"
110237362,9,4,21,124,124,0,0,"App",3,"android"
110241616,9,2,32.8,134,134,0,0,"App",3,"android"
110241780,9,2,54,133,133,0,0,"App",3,"android"
110243796,9,6,70,112,112,0,0,"App",3,"android"
110244108,9,2,72,132,132,0,0,"App",3,"android"
110248337,9,3,84,122,122,1,209,"App",3,"android"
110252387,9,1,51,153,153,1,259,"App",3,"android"
110254471,9,7,27,114,114,0,0,"App",3,"android"
110264756,9,1,23,154,154,0,0,"App",3,"android"
110266593,9,1,74.9,152,152,0,0,"App",3,"android"
110277510,9,6,23,114,114,0,0,"App",3,"android"
110280508,9,1,30,154,154,0,0,"Browser",3,"android"
110281427,9,6,30,114,114,1,209,"App",3,"android"
110294325,9,1,26.3,154,154,0,0,"App",3,"android"
110297763,9,2,24.9,134,134,0,0,"App",3,"android"
110314091,9,1,70,152,152,0,0,"App",3,"android"
110315456,9,4,24.9,124,124,0,0,"App",3,"android"
110327625,9,1,25,154,154,0,0,"App",3,"android"
110334021,9,2,15,135,135,0,0,"App",3,"android"
110334727,9,6,26.3,114,114,0,0,"App",3,"android"
110335596,9,1,23,154,154,0,0,"App",3,"android"
110337217,9,1,42,153,153,0,0,"App",3,"android"
110337862,9,8,71.7,112,112,0,0,"App",3,"android"
110349095,9,1,81,152,152,0,0,"App",3,"android"
110356851,9,1,29,154,154,0,0,"App",3,"android"
110369161,9,1,40,153,153,0,0,"App",3,"android"
110370573,9,5,31,114,114,0,0,"App",3,"android"
110371876,9,3,72,122,122,0,0,"App",3,"android"
110381976,9,3,29,124,124,1,129,"App",3,"android"
110387894,9,2,30,134,134,0,0,"App",3,"android"
110391725,9,1,66,152,152,0,0,"App",3,"android"
110422497,9,2,31,134,134,0,0,"App",3,"android"
110438005,9,5,70,112,112,0,0,"App",3,"android"
110442560,9,6,30,114,114,0,0,"App",3,"android"
110475657,9,3,29.9,124,124,0,0,"App",3,"android"
110485321,9,1,72,152,152,0,0,"App",3,"android"
110491853,9,1,30,154,154,0,0,"App",3,"android"
110504000,9,1,23,154,154,0,0,"App",3,"android"
110509747,9,1,30,154,154,0,0,"App",3,"android"
110516140,9,1,38,153,153,0,0,"App",3,"android"
110524892,9,1,27,154,154,0,0,"App",3,"android"
61284117,339,1,51.6,553,553,0,0,"App",3,"android"
62947187,319,1,18,555,555,0,0,"Browser",3,"android"
72075887,228,3,27,524,524,0,0,"App",3,"android"
79300752,176,1,24.8,554,554,0,0,"App",3,"android"
92223617,83,1,25,554,554,0,0,"App",3,"android"
109010226,15,1,88,252,252,0,0,"App",3,"android"
109651235,11,2,25,234,234,0,0,"App",3,"android"
110248339,9,4,20,124,124,1,209,"App",3,"android"
102378100,44,2,39,433,433,0,0,"App",4,"android"
110072963,10,1,51,153,153,0,0,"App",4,"android"
110380371,9,1,8.5,155,155,0,0,"App",4,"android"
95377998,67,6,89,412,412,0,0,"App",4,"android"
110434109,9,10,42.5,113,113,0,0,"App",4,"android"
66998927,275,1,130,551,551,0,0,"App",5,"android"
67425548,271,2,198,531,531,0,0,"Browser",5,"android"
67620675,269,3,98,522,522,0,0,"Browser",5,"android"
68212793,264,3,98,522,522,0,0,"App",5,"android"
68927378,258,3,108,522,522,0,0,"App",5,"android"
74847546,208,1,59,553,553,0,0,"App",5,"android"
75782952,201,2,88,532,532,0,0,"App",5,"android"
77554551,190,4,142,521,521,0,0,"App",5,"android"
77714585,188,4,198,521,521,0,0,"App",5,"android"
78262124,184,6,199,511,511,0,0,"App",5,"android"
79375727,175,1,48,553,553,0,0,"App",5,"android"
81336987,160,2,98,532,532,0,0,"App",5,"android"
85213986,132,9,98,512,512,0,0,"Browser",5,"android"
