customer,churn,revenue,mou,overage,roam,threeway,months,uniqsubs,phones,custcare,retcalls,dropvce,blckvce,unansvce,eqpdays,refurb,webcap,children,creditaa,prizmrur,mcycle,occprof,occcler,occcrft,occstud,occhmkr,occret,occself,travel,referred
1009536,0,39.1325,287.75,8.5,0.0,0.3333333,31,5,3,0.0,0,2.0,2.0,8.666667,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1086771,0,34.99,286.25,0.0,0.0,0.0,8,3,1,1.666667,0,1.0,5.0,20.33333,246,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1029908,0,38.87,145.25,0.0,0.0,0.6666667,21,1,1,0.3333333,0,0.3333333,1.0,5.666667,635,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
1074955,0,78.4125,1332.75,0.0,0.4525,0.0,12,1,1,0.0,0,24.33333,10.33333,69.33334,338,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1015902,0,12.1025,641.25,9.0,0.0,0.0,26,2,1,4.333333,0,1.333333,4.333333,65.0,793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1036630,0,35.4825,229.75,0.0,0.16,0.0,17,4,2,0.3333333,0,2.333333,0.0,12.66667,446,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1032482,0,29.0025,151.0,0.0,0.0,0.0,19,2,1,0.6666667,0,0.0,1.333333,5.333333,564,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1084251,0,69.99,121.75,0.0,0.0,0.0,13,2,1,0.0,0,1.0,0.6666667,1.666667,367,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1074403,0,57.6625,292.75,50.0,1.0575,0.0,8,1,1,0.0,0,0.0,0.0,0.0,232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1082886,0,56.58,1037.25,78.5,0.0,0.0,7,3,1,0.6666667,0,3.333333,3.0,48.33333,201,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1019195,0,31.725,73.0,1.25,1.05,0.0,27,1,1,0.0,0,0.6666667,2.333333,5.0,796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1066054,0,50.5925,549.25,48.0,0.39,0.0,15,1,2,1.333333,0,2.333333,0.6666667,8.666667,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1056018,0,107.1875,961.75,68.75,24.1075,0.0,15,1,3,3.333333,0,6.666667,0.6666667,47.0,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1047622,0,119.29,1133.25,0.0,0.0,1.0,16,1,2,2.0,0,32.0,26.0,102.6667,461,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1022417,0,84.4225,890.5,0.0,0.0,0.0,21,1,2,0.0,0,1.333333,1.333333,8.0,103,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1082802,0,35.485,58.5,0.0,0.0,0.0,9,1,1,0.0,0,0.6666667,0.0,4.333333,264,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1099404,0,29.7075,327.0,65.25,0.0,0.0,30,1,1,0.0,0,6.333333,0.6666667,20.66667,919,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1030481,0,127.1225,618.75,273.25,0.0,0.6666667,25,1,1,0.0,0,1.333333,2.666667,49.33333,740,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1014730,0,16.99,1.0,0.0,0.0,0.0,27,3,1,0.0,0,0.0,0.0,0.0,815,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1074023,0,59.84,1281.0,72.25,0.0,9.333333,12,2,2,21.0,0,7.0,11.33333,127.6667,118,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1041857,0,50.0,283.5,0.0,0.0,0.0,17,1,1,0.0,0,1.666667,0.0,8.0,530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1090264,0,35.47,121.25,0.0,0.48,0.0,9,1,1,0.0,0,2.0,11.0,3.666667,260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1082106,0,39.56,545.25,9.0,1.42,0.0,11,1,2,0.3333333,0,1.0,1.666667,23.33333,181,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1019565,0,72.285,664.0,129.25,0.0,0.0,23,4,1,0.0,0,1.666667,4.0,28.0,685,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1034719,0,42.1525,462.0,2.75,0.0,0.3333333,24,1,3,3.333333,0,6.0,3.0,24.0,108,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1093416,0,37.89,110.0,7.25,0.0,0.0,8,1,1,0.3333333,0,0.6666667,3.0,21.66667,225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1084901,0,29.99,4.25,0.0,0.0,0.0,10,2,1,0.3333333,0,0.0,0.0,0.3333333,303,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1086710,0,22.4925,230.5,0.0,0.0,0.0,12,1,1,0.0,0,2.0,0.6666667,27.33333,354,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1035353,0,52.6375,666.5,43.5,0.0,0.0,22,1,1,0.0,0,11.66667,1.0,45.33333,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078475,0,55.73,236.25,0.0,0.0,0.0,13,2,3,0.0,0,4.0,8.666667,13.0,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1094928,0,51.935,438.0,0.0,0.0,0.0,7,1,1,0.6666667,0,6.0,4.333333,20.0,196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1041618,0,33.25,0.25,0.0,0.0,0.0,20,1,1,0.0,0,0.0,0.0,0.0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056186,0,80.0625,1160.25,156.5,0.875,1.0,13,1,1,4.333333,0,8.0,1.0,31.66667,403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012275,0,50.0975,411.75,0.0,0.0975,0.0,29,1,1,0.0,0,0.6666667,2.333333,20.66667,870,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006790,0,30.0,128.0,0.0,0.0,0.6666667,33,3,3,0.6666667,0,4.333333,7.666667,23.66667,252,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1080881,0,20.52,641.25,33.25,0.16,0.0,7,2,1,0.0,0,1.0,7.0,48.66667,206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1096960,0,26.595,95.5,1.0,0.0,0.0,7,2,2,0.6666667,0,1.0,0.0,11.33333,140,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1032092,0,16.99,0.0,0.0,0.0,0.0,23,1,1,0.0,0,0.0,0.0,0.6666667,674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022004,0,32.6525,135.0,7.25,0.0,0.6666667,22,2,2,0.0,0,5.0,0.0,33.0,219,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1095690,0,12.1475,63.5,0.0,0.0,0.6666667,8,1,1,0.0,0,0.0,0.0,6.666667,241,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1084338,0,47.765,679.25,16.75,0.0975,0.0,7,1,1,2.333333,0,32.0,1.0,35.66667,198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1015398,0,84.76,1523.0,0.0,0.0,0.0,24,1,5,3.666667,1,7.666667,25.0,237.6667,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1020837,0,84.92,374.0,46.5,22.08,0.0,22,2,3,0.0,0,9.0,1.333333,17.0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1047699,0,42.685,1602.0,5.5,0.0,1.333333,20,1,1,10.0,0,23.66667,1.333333,135.0,580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028879,0,30.175,238.0,0.5,0.0,0.0,25,1,1,0.3333333,0,1.666667,17.0,10.0,746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1002018,0,59.93,756.75,48.5,0.2925,0.0,45,1,2,0.0,0,5.333333,0.6666667,12.0,310,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1081267,0,64.86,349.75,0.0,0.87,0.0,11,1,1,2.333333,0,3.333333,0.0,21.0,314,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1085456,0,35.305,545.5,0.0,0.0,0.0,6,1,1,4.333333,0,0.6666667,1.666667,9.666667,191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1023266,0,46.6875,340.5,5.75,0.0,0.0,23,2,1,1.0,0,11.0,1.333333,23.66667,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1097557,0,49.4825,901.0,22.5,0.0,0.0,7,1,2,16.0,0,8.0,0.3333333,57.33333,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1024810,0,32.5375,276.75,0.25,0.835,0.3333333,24,1,3,11.66667,0,2.0,13.0,9.333333,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1070805,0,66.94,857.75,35.5,0.0,5.666667,14,1,1,11.0,0,16.0,0.3333333,118.3333,422,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1040748,0,44.8225,141.75,0.0,0.0,0.0,22,2,2,0.0,0,6.0,0.6666667,11.66667,424,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1043762,0,40.3375,385.25,12.75,0.0,0.0,19,1,1,0.6666667,0,8.0,3.666667,28.0,558,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1082806,1,81.2975,557.75,132.25,0.0,1.0,13,1,2,0.0,0,9.333333,1.333333,36.33333,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1000863,0,17.145,0.25,0.0,0.0,0.0,45,1,1,0.0,0,0.0,0.0,0.0,1383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1048544,0,58.315,588.75,27.75,0.0,0.0,17,1,1,0.0,0,2.333333,2.666667,27.66667,512,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1008668,0,153.24,1330.5,179.0,26.0425,0.0,30,1,2,3.0,0,26.33333,4.666667,49.66667,283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1033194,0,53.89,650.75,62.25,0.0,0.0,23,2,1,8.333333,0,11.33333,0.6666667,68.0,669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1062167,0,10.71,111.25,0.0,0.71,0.0,14,2,1,0.0,0,3.0,0.3333333,3.666667,416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1032346,0,50.0975,324.0,0.25,0.0,0.0,23,1,3,0.0,0,8.666667,0.6666667,21.0,587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1041315,0,39.3675,210.0,0.0,0.4525,0.0,20,1,2,3.333333,0,5.333333,0.3333333,21.0,435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1007597,0,60.24,1095.0,13.75,5.875,0.3333333,33,3,2,16.66667,0,24.0,3.0,80.66666,585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1031336,0,41.0075,326.0,26.5,0.0,0.0,21,1,1,0.0,0,2.666667,0.0,85.0,630,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1073058,0,41.85,422.0,17.5,0.16,0.0,14,1,1,1.0,0,8.333333,0.0,33.0,408,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1090718,0,38.87,95.0,0.0,0.0,0.0,7,1,1,0.0,0,3.0,0.3333333,10.33333,209,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1028767,0,35.38,200.5,15.0,0.0,0.0,21,1,1,0.3333333,0,0.3333333,0.0,0.6666667,640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1096694,0,85.7325,520.75,0.0,0.0,0.0,7,2,2,0.0,0,5.666667,3.0,16.66667,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1039756,0,39.8325,1066.75,0.0,0.0,1.0,16,1,4,24.0,0,8.333333,0.6666667,93.66666,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1031300,0,17.145,7.5,0.0,0.0,0.0,19,1,2,0.0,0,0.0,0.3333333,5.666667,433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1070093,0,32.88,212.5,0.0,1.6,0.0,8,1,1,0.0,0,0.0,0.0,0.0,257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1032549,0,28.5,286.75,0.0,0.0,0.0,21,2,1,6.0,0,1.0,0.0,8.0,626,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1059092,0,35.55,351.25,9.25,0.0,0.0,11,1,1,2.333333,0,2.333333,1.666667,17.0,325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1032737,0,86.8875,1215.0,0.0,0.0,1.0,19,1,3,2.0,0,4.333333,17.66667,30.0,55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1093985,0,78.825,404.75,18.75,0.0975,0.6666667,8,2,1,0.0,0,6.666667,16.0,27.0,215,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1068453,0,70.045,610.75,22.0,0.0,0.0,15,1,1,2.666667,0,3.0,1.666667,33.33333,437,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1065121,0,34.99,309.5,0.0,0.0,0.0,12,1,1,0.0,0,0.0,0.0,0.0,353,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1079307,0,61.0025,868.25,76.0,0.0,0.0,11,1,1,0.6666667,0,16.0,1.666667,48.66667,320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005428,0,52.315,924.5,122.75,0.39,0.0,34,1,6,3.0,0,4.666667,0.0,58.33333,85,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1029642,0,109.5825,1266.5,0.0,4.0125,0.0,19,3,2,0.0,0,0.0,0.0,0.0,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1082127,0,139.54,1339.75,119.25,9.73,0.0,9,1,1,0.6666667,0,23.0,1.0,70.33334,265,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1010436,0,32.095,233.0,13.25,0.0,0.0,28,1,2,0.0,0,4.666667,1.666667,30.33333,423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1051696,0,33.24,22.25,0.0,0.0,0.0,14,2,1,0.0,0,0.0,0.3333333,0.6666667,440,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1073806,0,37.6725,578.5,12.5,0.0,0.0,10,2,1,0.0,0,0.0,0.0,0.0,296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1071987,0,70.81,1083.25,241.5,0.0975,0.6666667,8,2,2,0.0,0,3.333333,208.6667,22.0,165,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1092883,0,69.08,649.75,78.25,0.8,0.0,6,1,1,0.3333333,0,4.0,0.3333333,25.0,186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1050109,0,50.135,251.75,26.0,2.71,0.0,15,1,1,0.0,0,3.666667,0.0,1.666667,453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1080721,0,280.6275,2203.0,693.75,4.4175,0.0,13,1,2,6.333333,0,50.33333,1.0,143.0,260,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1024589,0,53.3075,177.75,0.0,0.2925,0.0,20,1,1,0.0,0,1.666667,0.6666667,9.333333,619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1033712,0,40.8825,437.25,1.0,0.0,0.0,22,1,2,0.0,0,0.0,0.0,0.0,366,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1069519,0,35.0875,434.75,0.0,0.0975,0.0,13,1,1,0.0,0,0.0,0.0,0.0,369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1019348,0,37.1175,330.25,0.0,1.565,0.0,23,3,1,0.0,0,0.3333333,1.333333,27.33333,687,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1004308,0,62.565,538.5,59.0,0.0,0.0,34,1,2,0.3333333,0,2.0,6.666667,27.66667,304,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1002295,0,30.36,16.75,0.0,0.0,0.0,39,6,6,0.0,1,0.3333333,0.0,1.666667,388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1038148,0,53.4875,337.25,0.0,0.0,0.0,23,2,1,0.0,0,7.0,0.6666667,27.0,676,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1021511,0,45.025,575.25,0.0,0.0,0.0,26,7,2,0.0,0,10.66667,4.0,38.0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1066882,0,75.83,758.25,77.5,0.235,0.3333333,11,1,1,1.333333,0,23.66667,6.666667,57.66667,342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1090843,0,6.0275,179.5,0.75,0.0,0.0,9,2,1,0.3333333,0,0.3333333,1.333333,15.0,254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1070065,0,75.665,744.75,0.0,0.0,0.0,8,3,1,0.0,0,0.0,0.0,0.0,257,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1011133,0,76.605,863.25,0.0,1.3575,2.0,30,1,6,0.6666667,0,0.6666667,10.66667,46.33333,198,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1075064,0,60.98,258.5,0.0,0.0,0.0,14,1,1,0.0,0,0.0,1.666667,8.666667,398,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1071708,0,55.4625,375.25,0.0,0.0,0.0,8,1,1,0.0,0,0.0,0.0,0.0,247,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1097728,0,3.283333,10.66667,9.0,0.0,0.0,54,1,1,0.0,0,0.0,0.0,1.0,1654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1036378,0,62.545,371.5,57.75,0.0,0.0,23,3,2,0.0,0,4.666667,0.3333333,45.33333,689,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1069606,0,30.485,153.25,0.0,0.0,0.0,13,1,1,0.0,0,0.0,0.0,0.0,368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1006462,0,45.0,173.25,0.0,0.0,0.0,33,2,4,1.0,0,2.666667,1.666667,7.0,56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1018929,0,42.4125,463.5,0.0,0.0,0.0,27,1,3,6.333333,0,4.0,2.0,42.66667,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1007404,0,54.7225,1353.5,11.5,0.0,0.3333333,35,1,2,1.0,0,6.666667,0.3333333,44.0,780,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1052354,0,54.215,843.5,2.5,0.0,0.0,18,1,1,1.0,0,1.666667,0.0,56.66667,541,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1063584,0,39.2375,269.25,0.0,0.0,0.0,14,1,2,2.333333,0,0.0,1.333333,7.666667,394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028826,0,31.1425,77.0,0.0,0.1975,0.0,23,2,1,0.0,0,1.333333,1.333333,4.333333,686,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1072933,0,29.99,219.5,0.0,0.0,0.0,10,1,1,0.0,0,0.0,9.333333,9.0,302,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1018326,0,55.1225,733.5,33.5,0.0,0.0,29,1,1,5.333333,0,12.33333,1.0,26.66667,865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1065447,0,104.6875,831.5,61.0,7.75,0.3333333,16,1,2,6.333333,0,7.0,15.33333,140.3333,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1060678,0,141.37,2139.75,15.5,18.6125,0.0,12,1,1,0.6666667,0,24.0,21.66667,165.0,379,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1032077,0,34.17,306.25,10.5,0.0,0.0,23,1,1,0.0,0,1.0,5.333333,19.33333,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042571,0,38.2425,246.75,0.0,0.0,0.0,19,1,2,0.0,0,1.0,0.3333333,4.0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1091185,0,41.17,36.0,0.0,0.8425,0.0,9,1,2,0.0,0,1.333333,0.0,2.0,241,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1054867,0,80.0075,454.25,73.5,6.94,0.3333333,16,2,1,0.0,0,14.0,2.333333,31.0,459,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1021324,0,39.7675,673.0,12.75,0.0,0.6666667,22,4,1,7.0,0,10.0,4.333333,41.66667,663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1082394,0,125.9675,1000.75,186.0,8.62,0.0,11,1,2,0.0,0,10.0,3.333333,34.33333,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1025563,0,42.165,270.25,22.25,0.59,0.3333333,24,1,2,5.0,0,3.666667,1.666667,15.66667,173,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1096161,0,92.7125,565.5,0.0,0.0,0.0,8,2,1,0.0,0,9.666667,0.0,10.66667,223,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1028727,0,30.8375,243.75,0.0,0.32,0.3333333,19,2,1,0.0,0,1.333333,0.0,12.33333,578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1094511,0,172.7825,863.75,278.5,0.0,0.3333333,7,2,2,0.0,0,10.66667,0.6666667,44.33333,15,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1074780,0,47.6775,607.25,20.25,0.0,0.0,10,2,1,0.0,0,0.0,0.0,0.0,293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1037933,0,47.995,101.5,0.0,0.0,0.0,21,2,2,0.0,0,0.0,0.0,0.0,107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1044812,0,116.61,1433.25,161.25,0.0,0.0,21,2,1,6.333333,0,28.0,10.33333,74.66666,609,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1035910,0,63.8725,871.75,0.0,7.5525,0.3333333,21,1,6,7.666667,0,25.0,5.666667,59.66667,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1092845,0,40.39,281.0,12.0,0.0,0.0,8,1,1,0.0,0,7.0,0.0,14.33333,233,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1065108,0,43.0225,304.5,63.5,0.0,0.0,16,1,1,0.6666667,0,13.33333,1.333333,19.33333,460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1018480,0,34.865,186.75,22.0,0.0,0.0,25,1,1,0.0,0,2.333333,0.6666667,17.33333,756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1034327,0,105.3075,615.25,48.0,0.0,0.0,22,1,2,0.0,0,8.333333,0.3333333,14.0,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1049432,0,41.025,377.75,0.75,0.0,0.0,19,1,1,4.0,0,4.333333,3.0,20.66667,565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1056686,0,80.3675,1413.0,3.0,0.0,0.0,13,1,1,2.666667,0,10.33333,6.0,43.66667,400,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1025116,0,35.03,87.5,0.0,0.0,0.0,24,1,1,0.0,0,0.6666667,0.3333333,0.0,720,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1047137,0,58.06,511.0,49.25,0.0,0.0,14,2,1,9.333333,0,2.0,4.0,13.33333,418,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1061571,0,66.9675,262.25,0.0,0.0,0.0,12,1,2,2.0,0,6.0,0.6666667,26.33333,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1020199,0,11.46,39.25,0.0,1.4225,0.0,26,1,1,0.0,0,0.6666667,0.0,9.666667,786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1094728,0,226.1075,1434.75,451.75,1.17,0.0,9,1,1,1.0,0,2.0,12.0,46.66667,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1070645,0,40.5025,461.0,15.75,0.0,0.0,12,1,1,0.0,0,0.0,0.0,0.0,362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028322,0,31.5425,291.25,37.0,0.0,0.0,23,1,2,0.3333333,0,12.66667,1.0,17.66667,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1035685,0,62.255,692.0,0.0,0.0,0.0,18,1,1,2.666667,0,21.0,17.0,124.0,533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1066120,0,87.24,2112.0,0.0,0.0,0.0,9,1,1,0.0,0,0.0,0.0,0.0,285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092427,0,34.24,57.0,0.0,0.0,0.0,6,1,1,0.3333333,0,0.6666667,3.333333,10.33333,191,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1065026,0,31.775,290.0,1.5,0.0,0.0,10,1,1,0.0,0,0.0,0.0,0.0,292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1056237,1,39.99,22.25,0.0,0.0,0.0,15,1,1,0.0,0,0.0,1.333333,6.0,449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006578,0,45.24,194.75,14.75,0.0,0.0,33,2,3,0.0,0,1.666667,1.0,20.66667,93,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1073728,0,71.8375,465.75,18.5,8.2575,0.0,8,1,1,0.3333333,0,1.666667,2.333333,37.66667,236,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1024816,0,33.51,7.0,0.0,0.0,0.0,20,2,2,0.0,0,0.0,0.0,0.0,254,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1057742,0,13.675,291.5,42.25,0.0,0.0,13,2,1,0.0,0,3.333333,4.333333,28.33333,393,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1029628,0,30.0,109.75,0.0,0.0,0.0,21,1,1,0.6666667,0,0.0,1.666667,4.0,636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1013837,0,15.825,122.5,0.0,0.0,0.3333333,25,2,1,0.0,0,2.333333,0.3333333,15.0,769,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1055293,0,42.12,194.0,29.25,0.16,0.0,14,1,1,0.0,0,6.333333,0.3333333,27.66667,410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1001632,0,61.94,259.25,6.5,0.0,0.0,44,2,3,0.3333333,0,2.333333,1.0,22.33333,371,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1078596,0,30.5075,322.0,0.0,0.0,0.3333333,7,1,1,0.0,0,2.333333,0.6666667,15.0,214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1063815,0,72.4675,281.5,31.25,2.55,0.0,10,2,1,0.0,0,3.0,0.3333333,9.0,298,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1063506,0,38.93,302.75,0.0,1.8375,0.0,16,2,1,0.0,0,7.666667,0.0,0.0,469,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1057607,0,128.895,1606.0,125.0,6.815,2.0,17,1,3,5.333333,0,15.33333,0.3333333,81.0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005380,0,27.49,23.25,0.0,0.0,0.0,34,1,2,0.0,0,0.3333333,0.3333333,1.666667,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1047903,0,32.3,72.0,0.0,2.31,0.0,16,1,1,0.0,0,1.0,0.3333333,3.333333,471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1042365,0,75.6,548.0,153.25,0.0,0.0,19,1,1,1.0,0,3.0,0.3333333,34.33333,572,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
