acctnum,offer,buyer,female,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,refernce,art,geog
162804,Cook,0,1,CT,6037,60,15,15,15,200,215,1,1,0,0,0,0,0,0
162831,Cook,0,1,RI,2871,28,11,11,15,178,193,1,1,0,0,0,0,0,0
162832,Cook,0,1,NJ,8021,80,61,33,92,110,202,8,1,1,2,1,1,1,1
162869,Art,0,1,NY,11375,113,21,15,25,219,244,2,1,0,1,0,0,0,0
162924,Art,0,0,NJ,7072,70,7,7,15,280,295,1,0,0,1,0,0,0,0
162928,Art,1,1,NY,10016,100,45,3,91,122,213,8,2,1,2,0,1,1,1
162930,DIY,0,1,NY,11971,119,17,9,27,30,57,2,1,0,0,0,1,0,0
162950,Art,0,1,NH,3032,30,51,9,143,83,226,12,1,1,5,0,2,0,3
162960,DIY,0,0,MD,21087,210,59,15,81,330,411,8,3,2,1,2,0,0,0
162972,Cook,1,1,PA,15332,153,1,1,15,100,115,1,0,0,1,0,0,0,0
162973,Art,0,0,NJ,8053,80,5,3,27,163,190,2,0,1,0,0,1,0,0
162981,Art,0,0,NY,13491,134,77,13,129,250,379,11,2,2,0,1,0,3,3
162982,Cook,0,0,NJ,8088,80,9,9,15,35,50,1,0,0,1,0,0,0,0
163036,Cook,0,1,NY,10025,100,17,9,29,220,249,2,0,0,1,0,0,0,1
163047,Cook,0,1,NJ,7627,76,15,15,15,171,186,1,0,0,1,0,0,0,0
163071,Cook,0,1,MA,2382,23,11,9,25,119,144,2,0,1,1,0,0,0,0
163086,Art,0,0,NY,10002,100,15,9,26,122,148,2,0,0,0,2,0,0,0
163102,Cook,0,1,NY,11729,117,43,15,104,273,377,9,3,0,2,0,0,3,1
163106,DIY,0,0,NJ,8753,87,13,13,15,297,312,1,0,0,1,0,0,0,0
163115,Cook,0,1,NJ,7039,70,25,15,47,222,269,4,0,2,1,0,0,1,0
163126,Cook,0,0,NJ,7726,77,5,1,25,97,122,2,0,0,2,0,0,0,0
163141,Art,1,0,NY,11747,117,21,9,38,276,314,3,0,0,2,0,0,1,0
163156,Cook,1,0,NJ,7735,77,45,5,125,240,365,11,0,2,3,5,0,0,1
163160,DIY,0,1,NJ,8724,87,21,15,26,55,81,2,1,0,0,1,0,0,0
163199,Cook,1,0,NY,11374,113,21,13,27,137,164,2,0,0,1,0,1,0,0
163212,DIY,0,1,PA,19015,190,3,3,15,78,93,1,0,0,0,0,0,0,1
163221,DIY,0,1,PA,15017,150,21,13,51,274,325,4,0,1,0,0,0,2,1
163247,Art,0,1,PA,16602,166,21,13,23,264,287,2,2,0,0,0,0,0,0
163256,DIY,0,0,CT,6831,68,25,15,56,261,317,5,0,0,4,1,0,0,0
163290,Art,0,0,NJ,7022,70,29,23,29,69,98,2,1,0,0,0,0,0,1
163292,Art,0,1,NJ,8820,88,13,13,15,167,182,1,0,0,0,1,0,0,0
163307,Cook,0,0,NY,11756,117,5,1,27,220,247,2,1,0,0,0,1,0,0
163309,DIY,0,0,PA,15216,152,17,13,28,117,145,2,0,0,1,0,0,1,0
163319,DIY,1,0,NJ,7601,76,59,3,122,113,235,11,2,1,3,2,0,2,1
163326,DIY,0,1,NY,11758,117,27,17,47,162,209,4,0,1,2,0,0,1,0
163328,Cook,0,0,NY,13660,136,21,15,28,75,103,2,0,0,1,0,0,1,0
163367,Cook,0,1,PA,15101,151,61,7,139,214,353,12,2,1,4,0,1,0,4
163373,Cook,0,1,NY,11530,115,41,35,25,88,113,2,1,0,1,0,0,0,0
163385,Art,0,1,VT,5255,52,25,11,41,96,137,3,0,0,0,0,1,0,2
163389,Cook,0,1,NJ,8759,87,31,31,15,231,246,1,0,0,0,0,0,1,0
163396,Art,0,0,NY,10927,109,19,13,28,143,171,2,0,1,0,0,0,1,0
163402,Cook,0,1,MD,21061,210,15,15,15,54,69,1,0,0,0,0,0,0,1
163403,DIY,0,0,CT,6708,67,65,13,143,193,336,12,3,0,1,2,2,1,3
163419,Art,0,1,PA,18036,180,3,3,15,215,230,1,1,0,0,0,0,0,0
163429,Cook,0,1,PA,19082,190,11,11,15,158,173,1,1,0,0,0,0,0,0
163448,Cook,0,1,PA,17737,177,15,15,15,63,78,1,0,1,0,0,0,0,0
163449,Cook,1,0,NY,10707,107,39,19,78,210,288,7,2,1,2,0,0,2,0
163483,Art,0,1,NY,13760,137,27,15,38,112,150,3,0,0,2,0,0,1,0
163494,DIY,0,1,MD,20747,207,47,15,92,272,364,8,2,0,2,2,0,1,1
163497,Cook,0,1,PA,19061,190,15,11,26,250,276,2,0,1,0,1,0,0,0
163519,Cook,0,1,NH,3257,32,9,3,24,194,218,2,0,2,0,0,0,0,0
163520,DIY,0,1,MA,2048,20,15,15,15,52,67,1,0,0,1,0,0,0,0
163521,Art,0,0,NJ,8107,81,23,23,15,117,132,1,0,0,0,1,0,0,0
163536,Art,0,1,MA,1603,16,63,27,123,87,210,11,2,1,2,1,1,3,1
163541,DIY,0,1,MA,2536,25,11,11,15,4,19,1,0,1,0,0,0,0,0
163544,DIY,0,1,MD,21014,210,27,21,27,231,258,2,0,0,0,1,1,0,0
163550,Cook,0,0,NJ,7410,74,9,1,28,168,196,2,0,0,0,0,1,1,0
163550,Art,0,0,PA,19124,191,15,15,15,234,249,1,1,0,0,0,0,0,0
163572,Cook,0,0,NJ,8103,81,17,15,26,298,324,2,0,0,1,1,0,0,0
163590,Art,0,1,NY,11367,113,15,15,15,120,135,1,0,0,0,0,1,0,0
163592,DIY,1,1,NY,11357,113,15,15,15,213,228,1,1,0,0,0,0,0,0
163610,DIY,0,0,PA,17403,174,15,15,15,282,297,1,0,0,0,0,0,0,1
163616,DIY,0,0,MD,20815,208,35,15,110,47,157,10,3,1,2,2,0,0,2
163623,Cook,0,0,NY,11021,110,31,31,15,33,48,1,0,0,0,0,0,0,1
163625,Art,1,0,NY,12072,120,61,11,138,73,211,12,3,4,1,2,0,1,1
163629,DIY,0,1,MD,21061,210,33,29,29,298,327,2,1,0,0,0,0,0,1
163657,Art,0,1,MA,1510,15,15,15,15,56,71,1,0,0,0,0,0,0,1
163658,Cook,0,0,MA,1106,11,27,9,95,323,418,8,2,0,1,1,2,1,1
163675,Art,0,1,PA,19444,194,9,7,29,279,308,2,0,1,0,0,0,0,1
163705,Art,0,1,NJ,8805,88,17,9,28,35,63,2,0,0,1,0,0,1,0
163712,Cook,0,1,NY,11694,116,11,11,15,162,177,1,0,0,0,0,0,0,1
163732,Art,0,0,NY,11434,114,15,11,25,246,271,2,1,0,1,0,0,0,0
163751,Cook,0,1,DE,19958,199,11,3,25,135,160,2,0,0,2,0,0,0,0
163755,DIY,1,0,MD,21085,210,37,9,62,37,99,5,0,1,0,1,0,2,1
163764,Art,0,1,NY,13659,136,9,9,15,89,104,1,0,0,1,0,0,0,0
163765,Cook,0,0,NY,11747,117,77,11,142,56,198,12,0,2,2,3,1,3,1
163785,DIY,0,1,NY,12764,127,17,11,25,127,152,2,0,1,1,0,0,0,0
163797,Cook,1,1,VT,5452,54,55,7,117,187,304,11,3,0,4,1,2,1,0
163797,Cook,0,1,PA,19118,191,23,1,61,295,356,5,0,1,2,0,0,1,1
163820,DIY,0,0,MD,20772,207,45,15,69,251,320,6,2,0,1,2,0,0,1
163829,DIY,0,1,PA,15143,151,9,9,15,161,176,1,0,1,0,0,0,0,0
163862,Art,0,0,CT,6415,64,47,21,120,273,393,10,1,0,2,4,0,2,1
163879,Art,0,1,MD,20678,206,35,15,77,213,290,7,2,1,1,2,0,1,0
163891,DIY,0,1,NY,14150,141,15,9,23,286,309,2,2,0,0,0,0,0,0
163901,Cook,0,1,PA,19116,191,47,5,105,281,386,9,2,0,2,2,1,0,2
163901,DIY,0,1,PA,18510,185,7,7,15,200,215,1,0,0,1,0,0,0,0
163902,Cook,0,1,MA,1701,17,9,7,25,151,176,2,1,0,1,0,0,0,0
163926,Art,0,1,NY,12020,120,41,11,84,320,404,7,2,0,1,1,1,0,2
163939,Art,0,1,CT,6810,68,3,3,15,235,250,1,0,1,0,0,0,0,0
163944,Art,0,0,PA,15227,152,15,5,37,231,268,3,0,0,2,0,1,0,0
163953,Art,0,0,RI,2917,29,37,9,54,165,219,5,2,1,0,2,0,0,0
163965,Cook,0,1,DE,19720,197,5,5,15,67,82,1,0,0,0,0,0,1,0
163968,Art,0,1,PA,19124,191,15,9,38,226,264,3,1,0,1,0,0,1,0
163974,Cook,0,0,NJ,7307,73,61,19,113,309,422,10,1,2,1,3,0,2,1
163981,Cook,0,1,DE,19702,197,19,7,49,26,75,4,1,0,1,0,1,0,1
163998,Art,0,1,NJ,7735,77,7,7,15,26,41,1,0,0,1,0,0,0,0
164022,DIY,0,1,MD,20607,206,67,29,101,235,336,9,1,2,1,2,0,0,3
164038,Art,0,0,VT,5822,58,43,5,101,125,226,9,4,1,2,0,1,0,1
164046,DIY,0,1,NY,10463,104,9,9,15,192,207,1,1,0,0,0,0,0,0
164052,Cook,0,1,MD,20777,207,57,13,112,303,415,9,4,0,0,0,2,0,3
164080,Art,1,0,NY,11561,115,1,1,15,77,92,1,0,0,0,1,0,0,0
164111,DIY,0,1,NJ,7456,74,49,11,84,142,226,7,2,0,1,1,1,0,2
164111,DIY,0,1,NY,10704,107,57,29,74,295,369,6,0,1,2,0,0,2,1
164132,Art,0,1,NY,11565,115,7,5,28,40,68,2,0,0,0,0,1,1,0
164142,Art,0,1,NJ,7504,75,5,5,15,231,246,1,0,0,1,0,0,0,0
164181,Art,1,1,MA,2633,26,57,5,152,128,280,12,0,0,3,0,2,3,4
164217,Cook,0,1,PA,19608,196,15,7,27,157,184,2,0,1,0,0,1,0,0
164226,DIY,0,1,NJ,8088,80,11,9,29,126,155,2,0,0,1,0,0,0,1
164230,DIY,0,0,NY,11020,110,15,15,15,52,67,1,0,0,0,0,0,1,0
164243,Art,0,1,NY,12186,121,15,11,29,57,86,2,0,0,1,0,0,0,1
164249,DIY,0,1,NJ,7011,70,33,11,112,303,415,10,2,1,3,1,0,1,2
164253,Art,0,1,NY,12533,125,7,1,28,291,319,2,0,0,1,0,0,1,0
164253,DIY,1,1,MD,21117,211,35,15,100,272,372,9,1,1,2,3,1,0,1
164273,Cook,0,1,NH,3038,30,55,27,122,303,425,10,2,0,0,1,1,3,3
164279,DIY,0,1,NJ,7018,70,25,11,32,312,344,3,1,1,0,0,0,1,0
164281,Art,0,1,MD,21158,211,41,13,64,85,149,6,3,1,1,0,0,0,1
164300,Art,0,1,PA,18947,189,49,25,85,85,170,8,1,2,3,0,2,0,0
164317,DIY,0,1,DC,20012,200,37,21,35,259,294,3,0,1,0,1,1,0,0
164336,DIY,0,1,MD,20852,208,29,11,50,207,257,4,2,0,0,0,0,1,1
164341,Cook,0,0,NY,12484,124,9,5,25,72,97,2,1,0,1,0,0,0,0
164344,Art,0,0,NJ,7432,74,35,3,97,80,177,9,4,2,1,1,1,0,0
164348,DIY,0,0,NJ,7652,76,13,13,15,245,260,1,0,0,0,0,1,0,0
164369,Cook,0,0,NJ,7065,70,11,1,36,38,74,3,0,0,1,1,0,0,1
164374,Art,0,1,NJ,7052,70,19,19,15,109,124,1,0,0,0,0,0,1,0
164380,Art,0,1,RI,2840,28,21,11,49,62,111,4,1,0,0,0,1,0,2
164385,Art,0,0,NH,3060,30,19,11,29,180,209,2,1,0,0,0,0,0,1
164392,DIY,0,0,NY,14212,142,51,9,139,74,213,12,2,1,4,1,1,1,2
164426,Cook,0,1,NY,10463,104,9,9,15,280,295,1,0,0,0,0,1,0,0
164428,Art,0,1,NY,10994,109,67,9,143,272,415,12,3,0,3,1,1,2,2
164434,Art,1,0,NY,11411,114,19,13,27,294,321,2,0,0,1,0,1,0,0
164435,Art,0,0,NJ,8822,88,9,9,15,92,107,1,1,0,0,0,0,0,0
164460,Art,0,0,NJ,7748,77,39,33,29,177,206,2,1,0,0,0,0,0,1
164469,Cook,0,0,NY,10128,101,35,1,72,243,315,7,3,1,2,0,1,0,0
164509,Art,0,1,RI,2814,28,19,19,15,247,262,1,0,0,0,0,0,0,1
164522,Cook,0,1,NY,10707,107,11,9,29,144,173,2,0,0,0,1,0,0,1
164522,Cook,1,1,NY,11374,113,99,35,133,344,477,12,3,1,5,0,1,0,2
164526,Cook,0,0,NJ,7928,79,1,1,15,2,17,1,0,0,0,1,0,0,0
164528,Cook,0,1,MA,1801,18,29,29,15,45,60,1,0,1,0,0,0,0,0
164529,DIY,0,1,MA,1960,19,21,17,26,266,292,2,0,0,1,1,0,0,0
164540,Cook,0,0,NY,11426,114,29,7,73,40,113,7,2,1,3,0,0,1,0
164549,Art,0,0,PA,15145,151,3,1,25,193,218,2,0,1,1,0,0,0,0
164550,DIY,0,0,NY,11235,112,23,23,15,107,122,1,0,0,0,0,0,0,1
164554,Cook,0,1,MD,21224,212,15,13,29,60,89,2,0,0,1,0,0,0,1
164574,Cook,0,1,NJ,7874,78,31,15,51,52,103,4,2,0,0,0,0,0,2
164594,DIY,0,1,NY,13760,137,61,15,139,137,276,12,2,1,3,1,0,2,3
164600,DIY,0,1,NY,14221,142,61,23,125,166,291,11,1,2,5,1,0,0,2
164612,DIY,0,0,NJ,8020,80,27,27,15,297,312,1,0,1,0,0,0,0,0
164626,Art,0,1,NJ,8062,80,13,13,15,46,61,1,0,0,0,1,0,0,0
164633,Art,0,1,DC,20037,200,5,5,15,272,287,1,0,0,0,0,0,0,1
164653,Art,0,1,NY,11971,119,29,15,65,108,173,6,0,2,3,0,1,0,0
164680,Cook,1,1,NY,10010,100,11,5,27,271,298,2,0,0,1,0,1,0,0
164682,Art,0,1,VT,5761,57,39,9,93,97,190,8,1,0,3,1,1,1,1
164685,Cook,0,0,NY,11733,117,39,27,39,56,95,3,0,0,0,1,0,2,0
164691,Cook,0,1,NJ,7514,75,9,1,29,86,115,2,1,0,0,0,0,0,1
164705,DIY,0,1,NJ,8555,85,67,13,122,205,327,10,4,0,2,0,0,1,3
164711,DIY,0,0,NY,11714,117,67,13,128,234,362,11,3,1,2,0,1,1,3
164726,Art,0,1,NJ,8204,82,11,7,24,147,171,2,1,1,0,0,0,0,0
164736,Cook,0,1,NJ,7006,70,5,1,29,37,66,2,0,0,0,1,0,0,1
164747,Cook,0,1,NJ,7310,73,9,9,15,140,155,1,0,0,0,1,0,0,0
164755,Art,0,1,PA,18015,180,37,31,29,228,257,2,0,0,1,0,0,0,1
164773,Art,0,1,NJ,7003,70,21,15,25,178,203,2,1,0,1,0,0,0,0
164784,Cook,0,1,NY,11746,117,11,11,15,261,276,1,0,0,0,0,1,0,0
164797,DIY,0,1,NJ,7834,78,15,7,25,187,212,2,1,0,1,0,0,0,0
164816,Art,0,1,MA,2122,21,15,15,15,122,137,1,0,0,0,0,1,0,0
164835,Art,0,1,NY,11735,117,41,5,85,311,396,8,4,1,0,1,0,2,0
164843,Cook,1,0,NY,11565,115,41,3,70,199,269,7,2,1,4,0,0,0,0
164852,DIY,0,1,MD,21108,211,17,9,25,285,310,2,0,1,1,0,0,0,0
164859,Cook,1,1,NJ,7869,78,39,13,116,259,375,11,2,2,4,0,2,1,0
164885,Art,1,1,NJ,7067,70,53,9,141,89,230,12,1,2,3,0,2,1,3
164888,DIY,0,1,NJ,7856,78,33,33,15,65,80,1,0,0,0,0,0,0,1
164892,Art,0,1,PA,19131,191,19,1,90,175,265,8,1,1,4,1,1,0,0
164892,DIY,0,1,DE,19810,198,9,9,15,128,143,1,0,0,1,0,0,0,0
164904,DIY,0,0,PA,19015,190,53,9,131,242,373,12,4,0,4,2,1,1,0
164912,Cook,0,1,PA,16803,168,9,9,15,226,241,1,1,0,0,0,0,0,0
164932,Art,0,1,PA,16301,163,43,17,62,270,332,5,0,1,1,0,0,0,3
164941,DIY,0,1,CT,6111,61,9,9,15,241,256,1,0,0,0,1,0,0,0
164959,Art,0,0,NJ,8003,80,15,11,26,285,311,2,1,0,0,1,0,0,0
164964,Art,0,1,CT,6906,69,13,13,15,201,216,1,0,1,0,0,0,0,0
164971,Cook,0,1,NY,11714,117,1,1,15,100,115,1,0,0,1,0,0,0,0
164975,DIY,0,0,PA,19046,190,13,11,28,132,160,2,0,0,0,0,1,1,0
164986,Cook,0,1,NJ,7666,76,39,3,125,80,205,11,2,3,3,0,0,1,2
164987,Art,0,1,NY,10022,100,7,1,27,100,127,2,0,1,0,0,1,0,0
164990,Cook,0,1,NY,10009,100,7,3,25,200,225,2,0,1,1,0,0,0,0
164993,DIY,0,1,NY,11207,112,15,13,29,154,183,2,0,0,0,0,0,1,1
164996,Cook,0,0,NJ,8850,88,21,15,28,201,229,2,0,0,0,0,1,1,0
165007,DIY,1,0,PA,19401,194,9,9,15,263,278,1,0,0,0,1,0,0,0
165009,DIY,0,1,PA,15218,152,17,15,23,138,161,2,2,0,0,0,0,0,0
165014,DIY,0,1,PA,19341,193,37,3,101,313,414,9,1,1,4,0,0,3,0
165034,DIY,1,1,PA,15223,152,15,3,51,147,198,4,0,0,2,0,1,0,1
165058,DIY,0,1,PA,15001,150,63,9,117,134,251,10,3,2,0,1,0,0,4
165098,Art,0,1,PA,19111,191,31,29,26,246,272,2,0,0,1,1,0,0,0
165100,DIY,0,1,NY,10965,109,9,9,15,209,224,1,0,0,0,0,0,0,1
165105,Art,0,0,DE,19701,197,21,7,46,296,342,4,1,0,1,1,0,1,0
165115,Cook,1,1,NJ,8833,88,9,9,15,298,313,1,0,1,0,0,0,0,0
165141,DIY,0,0,NY,11755,117,27,27,15,220,235,1,0,0,0,1,0,0,0
165162,Art,0,1,NY,10033,100,13,13,15,9,24,1,0,0,0,0,1,0,0
165211,Cook,0,0,NY,10509,105,39,9,103,154,257,9,1,3,1,1,0,1,2
165243,Cook,0,1,PA,19454,194,13,13,15,238,253,1,0,0,0,0,0,0,1
165249,DIY,0,0,PA,17701,177,51,21,56,316,372,5,1,0,1,2,1,0,0
165251,Cook,1,1,ME,4544,45,45,15,109,42,151,10,2,1,3,1,2,0,1
165264,Cook,0,0,NY,13148,131,57,1,116,119,235,11,4,1,2,2,1,0,1
165273,Art,0,1,NJ,8833,88,15,15,15,26,41,1,0,1,0,0,0,0,0
165274,Cook,0,0,PA,19020,190,37,15,67,116,183,6,1,1,1,1,0,0,2
165279,Art,0,1,NJ,7712,77,29,29,15,293,308,1,0,0,1,0,0,0,0
165287,Art,0,1,NY,11005,110,25,25,15,160,175,1,0,1,0,0,0,0,0
165300,Cook,0,1,CT,6612,66,77,11,136,223,359,12,3,1,2,1,2,1,2
165350,DIY,1,0,NY,11706,117,41,13,74,80,154,6,1,0,0,2,1,0,2
165380,Art,0,1,NJ,7012,70,51,15,140,300,440,12,2,0,5,1,1,1,2
165386,Cook,0,0,PA,15701,157,19,13,29,104,133,2,0,0,1,0,0,0,1
165430,Art,0,1,NY,11050,110,9,5,26,21,47,2,1,0,0,1,0,0,0
165432,Cook,0,1,NJ,8831,88,21,9,42,38,80,3,1,0,0,0,0,1,1
165436,DIY,0,0,CT,6069,60,45,13,144,69,213,12,2,0,4,1,1,1,3
165448,Cook,0,1,PA,17331,173,63,15,110,205,315,9,0,2,1,0,2,0,4
165448,Cook,0,1,NY,11572,115,11,7,28,282,310,2,0,0,1,0,0,1,0
165453,DIY,0,1,DC,20015,200,13,13,15,196,211,1,0,0,1,0,0,0,0
165456,Cook,0,0,NY,11803,118,15,15,15,77,92,1,0,0,0,0,0,0,1
165457,Art,0,1,NY,11692,116,5,5,15,32,47,1,0,0,1,0,0,0,0
165458,Cook,0,0,NJ,7001,70,93,31,127,203,330,11,4,1,1,2,0,2,1
165469,Art,0,1,CT,6897,68,17,13,29,31,60,2,0,0,0,0,0,1,1
165475,DIY,0,1,NY,10019,100,57,19,94,278,372,8,1,0,2,1,0,3,1
165518,Cook,1,0,MD,21210,212,21,9,48,150,198,4,0,0,2,1,1,0,0
165548,Cook,0,0,CT,6032,60,23,5,48,103,151,4,1,0,1,1,0,0,1
165553,Art,0,1,NY,10023,100,15,7,37,80,117,3,0,0,2,0,1,0,0
165566,Cook,1,0,MA,2122,21,11,7,25,228,253,2,0,0,2,0,0,0,0
165590,Cook,0,1,NY,10024,100,17,11,29,289,318,2,0,0,1,0,0,0,1
165596,Cook,0,1,NJ,7052,70,3,1,29,176,205,2,0,0,1,0,0,0,1
165597,DIY,0,1,MA,2155,21,65,13,100,161,261,9,2,1,4,1,0,0,1
165602,DIY,0,1,NJ,7940,79,11,3,29,147,176,2,0,0,0,0,0,1,1
165608,DIY,1,0,PA,19341,193,75,23,135,60,195,12,1,1,3,4,1,0,2
165617,Cook,0,1,NJ,8034,80,7,7,15,231,246,1,0,0,1,0,0,0,0
165623,Art,0,1,NY,10021,100,23,9,74,112,186,7,3,0,2,1,1,0,0
165631,Art,1,1,DE,19803,198,43,7,86,130,216,7,4,0,0,0,0,2,1
165637,Art,1,1,NY,10472,104,1,1,15,246,261,1,0,0,0,0,0,1,0
165646,Cook,0,0,CT,6883,68,29,29,15,123,138,1,0,0,0,0,0,0,1
165663,Cook,0,1,NY,11021,110,15,15,15,266,281,1,0,0,0,1,0,0,0
165665,Cook,0,1,NJ,7047,70,23,15,26,47,73,2,1,0,0,1,0,0,0
165670,DIY,1,1,NY,14068,140,31,5,124,229,353,11,1,3,2,1,2,0,2
165689,Art,0,1,NY,13206,132,7,5,25,160,185,2,1,0,1,0,0,0,0
165695,Art,0,1,NY,14701,147,53,19,80,37,117,6,1,0,0,0,0,0,5
165727,DIY,1,1,NY,11040,110,9,3,27,64,91,2,0,0,0,1,1,0,0
165736,Art,0,1,NJ,8077,80,7,5,28,109,137,2,0,0,0,0,0,2,0
165740,Cook,0,1,MD,21228,212,9,5,29,137,166,2,0,1,0,0,0,0,1
165762,DIY,0,1,NY,10016,100,11,11,15,119,134,1,1,0,0,0,0,0,0
165769,Art,0,0,MA,1240,12,15,15,15,113,128,1,0,1,0,0,0,0,0
165771,Cook,0,0,PA,19355,193,13,9,29,127,156,2,0,0,0,0,1,0,1
165777,Art,0,0,CT,6062,60,23,19,25,88,113,2,0,0,2,0,0,0,0
165786,Cook,0,0,CT,6497,64,25,7,58,147,205,5,1,1,1,1,0,1,0
165819,DIY,0,0,NY,10014,100,15,15,15,256,271,1,0,0,1,0,0,0,0
165821,DIY,0,1,NY,10528,105,25,13,64,13,77,5,0,2,0,0,0,2,1
165824,Art,0,1,MA,2649,26,13,13,15,70,85,1,0,0,0,0,0,1,0
165826,Cook,1,1,NY,14206,142,39,11,87,323,410,8,1,1,6,0,0,0,0
165829,Art,1,1,PA,17046,170,5,1,28,15,43,2,0,0,0,1,0,1,0
165831,DIY,1,1,NJ,8225,82,37,3,112,61,173,10,2,1,3,1,0,1,2
165834,DIY,0,0,NY,11554,115,31,3,71,224,295,6,2,0,2,0,0,0,2
165851,Cook,0,1,NJ,7724,77,23,15,29,23,52,2,0,0,1,0,0,0,1
165852,Cook,0,1,NJ,7071,70,23,23,15,251,266,1,0,0,0,0,0,0,1
165863,DIY,0,1,DE,19703,197,1,1,15,242,257,1,0,0,0,0,0,1,0
165870,Cook,0,1,MA,1970,19,15,11,28,284,312,2,0,0,0,0,0,2,0
165882,Art,0,0,MA,2081,20,13,5,27,264,291,2,1,0,0,0,1,0,0
165889,Cook,0,0,PA,17111,171,17,15,28,187,215,2,0,1,0,0,0,1,0
165893,Art,0,1,NJ,7001,70,21,13,25,137,162,2,0,0,2,0,0,0,0
165897,DIY,0,1,NY,11375,113,19,11,25,51,76,2,0,1,1,0,0,0,0
165909,Cook,0,1,CT,6811,68,21,13,25,282,307,2,1,0,1,0,0,0,0
165916,Cook,0,1,MA,1020,10,7,7,15,173,188,1,1,0,0,0,0,0,0
165917,Art,1,0,NY,10580,105,53,1,117,69,186,10,1,0,4,1,0,3,1
165921,DIY,0,1,PA,18219,182,13,13,15,14,29,1,1,0,0,0,0,0,0
165964,Cook,0,1,MA,1821,18,3,3,15,168,183,1,0,0,0,0,0,1,0
165977,DIY,0,1,NY,11756,117,55,11,122,318,440,10,0,4,1,1,1,1,2
165987,Cook,0,0,NJ,7465,74,33,33,15,8,23,1,0,0,1,0,0,0,0
166027,Cook,0,1,NY,11236,112,9,9,15,239,254,1,1,0,0,0,0,0,0
166031,Cook,0,1,NJ,7646,76,39,1,79,253,332,7,2,2,1,0,0,0,2
166034,DIY,0,1,DC,20036,200,3,3,15,136,151,1,1,0,0,0,0,0,0
166036,Cook,0,0,MD,20715,207,33,33,15,215,230,1,0,0,0,0,1,0,0
166064,DIY,0,0,CT,6413,64,59,25,94,316,410,8,1,1,2,1,0,1,2
166088,DIY,0,1,CT,6460,64,35,9,81,121,202,7,0,1,4,0,0,1,1
166088,Art,0,1,NY,11021,110,33,1,99,304,403,9,2,2,1,0,1,0,3
166088,Cook,0,0,NY,11720,117,39,3,104,221,325,10,2,2,2,3,0,1,0
166117,DIY,0,1,PA,19073,190,51,29,99,116,215,9,2,1,3,0,0,3,0
166120,Cook,0,1,NY,14225,142,39,15,57,228,285,5,1,2,0,0,1,1,0
166124,Art,0,1,PA,15237,152,23,9,33,265,298,3,1,0,2,0,0,0,0
166135,DIY,0,1,PA,19047,190,21,13,34,193,227,3,1,0,0,1,0,0,1
166140,DIY,0,0,NH,3842,38,51,3,119,99,218,11,5,3,0,1,0,1,1
166143,Cook,0,1,NJ,8825,88,5,3,26,174,200,2,0,0,1,1,0,0,0
166145,Cook,0,0,NY,11762,117,47,15,125,288,413,11,2,1,2,2,0,0,4
166165,Cook,0,0,NY,11940,119,23,9,70,288,358,6,1,1,1,1,1,1,0
166181,DIY,0,1,NJ,8360,83,21,3,62,294,356,5,1,0,0,0,2,1,1
166193,DIY,0,1,NJ,8094,80,9,9,15,150,165,1,0,1,0,0,0,0,0
166196,DIY,0,0,PA,15236,152,89,31,118,225,343,11,4,1,1,2,2,0,1
166238,Art,0,1,NY,11010,110,33,33,15,34,49,1,0,0,1,0,0,0,0
166243,DIY,0,1,CT,6905,69,13,13,15,81,96,1,1,0,0,0,0,0,0
166258,Art,0,0,NJ,7095,70,25,13,53,95,148,5,1,1,1,2,0,0,0
166268,Art,0,1,DE,19807,198,7,7,15,80,95,1,0,1,0,0,0,0,0
166281,DIY,0,1,MD,21220,212,27,11,58,98,156,5,3,0,0,0,0,1,1
166283,DIY,1,0,PA,19067,190,15,9,28,160,188,2,0,1,0,0,0,1,0
166284,Cook,0,0,NJ,7034,70,67,15,105,288,393,9,1,1,0,3,2,1,1
166286,Cook,0,1,NJ,7035,70,23,17,39,266,305,3,1,0,1,0,0,0,1
166299,DIY,0,1,NH,3281,32,15,9,28,113,141,2,1,0,0,0,0,1,0
166302,Cook,1,1,NJ,7092,70,43,13,70,102,172,6,4,0,1,0,0,0,1
166328,Art,1,0,RI,2840,28,19,7,45,77,122,4,1,1,0,0,0,2,0
166357,Art,0,0,NY,10547,105,15,13,27,135,162,2,0,0,0,1,1,0,0
166360,Art,1,1,NJ,8901,89,37,9,123,331,454,11,2,2,2,2,0,2,1
166365,Cook,0,0,NJ,7436,74,47,11,108,111,219,9,0,2,0,3,1,1,2
166376,DIY,1,1,PA,19602,196,53,25,103,188,291,9,2,1,0,3,0,1,2
166379,Cook,0,0,NJ,8879,88,17,9,25,190,215,2,1,0,1,0,0,0,0
166388,Art,0,1,NY,10314,103,9,5,28,4,32,2,0,1,0,0,0,1,0
166399,Art,0,1,MD,20772,207,41,15,123,321,444,11,3,1,4,1,0,1,1
166400,DIY,0,0,CT,6053,60,25,21,27,53,80,2,0,0,0,1,1,0,0
166404,DIY,0,0,NH,3443,34,55,29,63,86,149,6,1,1,3,1,0,0,0
166411,DIY,0,1,NY,14620,146,11,11,15,225,240,1,0,0,0,1,0,0,0
166425,DIY,0,0,NY,11372,113,9,9,15,201,216,1,0,0,1,0,0,0,0
