Student_ID,Email,Class_Hours,Female,Age,Income,GPA
2616,1,104,1,33,90,4.0
2617,1,98,1,22,81,4.0
2618,1,79,1,23,94,3.69
2619,0,78,0,23,94,3.81
2620,0,55,1,33,108,3.36
2621,0,64,0,35,70,4.0
2622,0,68,0,37,91,4.0
2623,0,52,1,39,81,4.0
2624,1,112,0,24,104,4.0
2625,0,67,1,26,103,4.0
2626,1,87,0,25,99,3.51
2627,1,48,1,27,82,3.37
2628,0,74,0,38,104,4.0
2629,0,91,1,32,71,2.95
2630,0,61,1,35,68,2.93
2631,1,83,0,30,74,3.86
2632,1,101,0,21,92,4.0
2633,1,76,1,21,101,4.0
2634,0,51,1,31,64,2.76
2635,1,44,0,34,111,3.32
2636,1,90,0,24,94,4.0
2637,1,97,0,34,70,4.0
2638,0,82,0,36,93,4.0
2639,0,56,0,28,107,4.0
2640,1,61,0,35,100,4.0
2641,1,54,1,28,107,3.57
2642,1,35,1,34,73,2.97
2643,0,63,0,35,86,2.96
2644,1,47,0,40,79,4.0
2645,0,95,1,27,116,3.33
2646,1,131,1,28,101,4.0
2647,1,47,0,23,120,4.0
2648,1,118,1,24,85,3.11
2649,0,87,1,34,82,4.0
2650,0,108,1,38,90,4.0
2651,1,56,1,28,111,4.0
2652,1,122,1,24,87,4.0
2653,1,127,1,26,94,3.43
2654,0,112,1,29,93,3.79
2655,1,107,0,26,93,3.19
2656,1,44,1,25,83,4.0
2657,0,47,0,35,90,3.91
2658,1,121,0,20,89,4.0
2659,1,57,1,31,92,3.44
2660,1,70,0,36,105,4.0
2661,1,47,1,25,117,4.0
2662,0,84,0,32,80,4.0
2663,1,87,1,33,87,3.1
2664,1,123,0,33,80,3.98
2665,1,118,0,29,95,3.31
2666,1,81,1,27,84,3.01
2667,1,95,1,37,95,3.72
2668,1,76,0,35,107,3.61
2669,0,33,0,26,64,4.0
2670,1,121,1,22,99,3.84
2671,1,85,0,21,86,4.0
2672,1,76,1,22,98,3.12
2673,1,35,0,32,79,2.82
2674,1,102,1,21,109,3.25
2675,1,73,0,27,105,3.49
2676,1,63,1,35,100,3.85
2677,1,123,1,26,103,4.0
2678,1,53,1,35,82,4.0
2679,0,73,1,35,83,3.64
2680,1,113,1,25,103,3.24
2681,1,114,1,35,81,3.3
2682,0,108,0,35,112,4.0
2683,1,122,1,28,87,4.0
2684,1,52,1,24,99,4.0
2685,1,131,1,30,120,3.55
2686,0,23,1,38,82,3.19
2687,1,60,1,33,93,3.25
2688,0,37,1,23,107,4.0
2689,1,129,1,34,105,3.57
2690,1,77,1,29,87,4.0
2691,1,66,1,32,85,3.98
2692,1,53,1,35,89,4.0
2693,1,55,1,30,112,3.61
2694,1,95,1,36,88,4.0
2695,0,28,0,34,93,3.02
2696,1,93,1,32,86,4.0
2697,1,107,0,23,102,3.07
2698,1,92,1,37,94,3.14
2699,0,100,0,39,78,3.43
2700,1,57,0,23,78,4.0
2701,0,26,1,30,64,3.25
2702,1,100,0,25,80,3.75
2703,1,116,1,35,103,3.17
2704,0,76,1,34,111,3.36
2705,1,114,0,23,102,4.0
2706,0,70,0,38,100,3.39
2707,1,56,1,24,90,4.0
2708,0,74,1,36,103,4.0
2709,0,48,1,29,96,4.0
2710,1,86,1,27,117,3.54
2711,1,48,0,23,91,3.82
2712,1,59,1,23,111,4.0
2713,1,124,1,33,104,4.0
2714,1,49,1,31,102,3.36
2715,1,52,1,22,64,3.75
2716,1,135,1,22,105,4.0
2717,1,88,0,21,90,3.78
2718,1,89,0,35,86,4.0
2719,0,102,0,34,71,3.7
2720,1,85,1,21,92,3.23
2721,0,45,0,31,92,3.22
2722,0,59,0,22,74,2.83
2723,1,99,0,38,71,3.1
2724,1,122,1,38,99,4.0
2725,1,66,1,34,104,4.0
2726,0,52,1,39,95,4.0
2727,0,61,1,36,108,4.0
2728,1,93,1,37,91,3.78
2729,1,62,1,31,91,3.45
2730,1,120,1,26,79,4.0
2731,1,122,0,24,70,3.73
2732,1,107,1,27,118,4.0
2733,1,133,1,33,108,4.0
2734,1,56,0,23,73,3.49
2735,1,112,0,25,94,4.0
2736,0,91,0,29,91,4.0
2737,1,57,0,25,88,3.35
2738,1,64,1,32,86,3.15
2739,1,82,0,38,97,4.0
2740,1,115,1,35,103,3.99
2741,0,108,1,33,98,3.08
2742,1,97,1,32,90,4.0
2743,1,106,1,30,90,4.0
2744,1,65,1,24,105,4.0
2745,1,106,0,38,98,4.0
2746,1,92,0,25,93,4.0
2747,1,58,1,22,91,4.0
2748,1,126,1,35,97,3.13
2749,1,82,0,24,85,4.0
2750,1,111,0,27,104,3.49
2751,0,71,1,21,77,3.24
2752,1,122,0,23,86,4.0
2753,1,52,1,23,101,3.94
2754,1,86,1,21,76,4.0
2755,0,21,0,33,70,2.78
2756,1,56,1,37,93,4.0
2757,1,57,1,27,68,3.06
2758,0,65,0,37,74,3.09
2759,1,114,0,24,103,3.98
2760,1,81,1,27,89,3.78
2761,1,94,1,23,110,4.0
2762,1,122,1,32,75,4.0
2763,1,106,0,28,91,4.0
2764,1,42,1,32,98,3.66
2765,0,37,1,35,76,3.2
2766,1,41,0,31,106,3.9
2767,0,34,1,33,99,3.99
2768,0,54,1,39,69,4.0
2769,1,105,1,26,91,3.55
2770,1,59,0,27,97,4.0
2771,1,70,1,34,84,3.13
2772,1,70,1,32,71,3.93
2773,1,91,0,24,96,4.0
2774,1,127,1,28,120,3.71
2775,1,130,1,29,87,4.0
2776,0,88,1,28,114,4.0
2777,1,83,1,24,81,4.0
2778,1,103,1,38,95,4.0
2779,1,103,1,35,103,4.0
2780,1,87,1,30,92,4.0
2781,1,106,1,34,88,3.74
2782,0,74,0,38,102,3.5
2783,1,132,0,23,118,3.33
2784,1,38,0,25,96,3.29
2785,1,75,0,31,85,4.0
2786,1,74,1,36,89,3.81
2787,1,113,0,21,120,4.0
2788,1,54,1,40,94,3.38
2789,1,73,0,29,84,3.69
2790,1,98,0,27,76,4.0
2791,1,83,0,26,66,2.85
2792,0,79,0,23,97,4.0
2793,1,81,1,36,101,4.0
2794,1,108,1,39,86,4.0
2795,0,88,1,28,92,4.0
2796,0,106,1,39,76,4.0
2797,1,107,1,36,94,4.0
2798,0,39,0,30,99,3.43
2799,1,92,0,33,85,4.0
2800,0,35,1,29,116,4.0
2801,1,68,0,31,80,3.85
2802,1,73,0,21,96,3.48
2803,0,110,0,34,104,4.0
2804,1,51,0,21,91,4.0
2805,1,96,1,36,89,3.41
2806,0,41,0,36,72,4.0
2807,1,128,0,25,111,4.0
2808,1,87,1,26,90,4.0
2809,1,105,1,30,100,3.71
2810,0,88,0,32,101,3.32
2811,1,64,1,26,83,4.0
2812,1,119,0,32,89,4.0
2813,1,97,0,26,111,3.78
2814,1,81,1,21,76,3.46
2815,1,93,1,20,120,3.99
2816,1,116,0,22,82,3.8
2817,1,40,1,36,75,4.0
2818,1,75,1,39,94,4.0
2819,1,123,1,29,120,4.0
2820,1,35,1,30,65,3.76
2821,1,95,0,23,90,3.95
2822,1,76,1,31,99,3.5
2823,0,46,0,23,92,4.0
2824,1,96,1,32,97,3.92
2825,0,103,1,39,82,4.0
2826,0,68,0,24,84,3.65
2827,0,37,0,35,90,3.12
2828,0,50,1,20,76,3.21
2829,1,130,1,28,91,4.0
2830,1,45,1,22,87,3.48
2831,1,50,1,27,85,3.48
2832,1,129,0,23,96,4.0
2833,1,116,1,27,67,4.0
2834,0,91,1,28,89,3.22
2835,1,56,1,26,120,3.59
2836,0,44,0,33,77,3.31
2837,0,47,0,38,110,4.0
2838,1,97,1,28,93,4.0
2839,1,69,0,24,84,3.38
2840,1,38,1,25,74,4.0
2841,1,63,1,37,94,3.26
2842,1,119,0,31,112,3.54
2843,1,109,0,29,87,4.0
2844,0,85,0,23,91,3.18
2845,0,37,1,29,106,4.0
2846,1,122,1,26,97,4.0
2847,1,77,0,39,70,2.85
2848,0,74,1,38,93,4.0
2849,1,130,1,22,113,4.0
2850,0,27,1,30,91,4.0
2851,0,72,0,24,64,3.48
2852,1,114,1,28,97,3.97
2853,1,41,1,38,89,3.22
2854,0,55,0,31,66,3.94
2855,0,112,1,27,68,3.21
2856,1,58,1,24,106,3.31
2857,0,75,1,36,82,4.0
2858,1,104,1,32,79,3.43
2859,1,72,1,29,92,3.3
2860,1,74,1,24,83,4.0
2861,0,33,0,27,93,4.0
2862,1,52,1,39,89,3.12
2863,0,104,0,30,75,2.96
2864,1,111,1,28,85,3.13
2865,0,54,1,30,98,3.18
2866,1,74,1,36,93,4.0
2867,1,79,1,27,91,4.0
2868,1,73,0,24,119,4.0
2869,1,102,1,32,102,4.0
2870,1,41,1,33,104,4.0
2871,0,110,0,34,90,3.99
2872,1,64,0,38,95,4.0
2873,1,116,0,27,86,3.83
2874,1,83,1,22,103,4.0
2875,1,107,0,39,90,3.72
2876,1,116,1,29,95,3.92
2877,1,66,1,32,94,4.0
2878,1,96,1,33,92,3.23
2879,1,101,1,31,120,4.0
2880,1,81,1,24,83,4.0
2881,1,80,1,35,83,4.0
2882,1,65,0,36,102,4.0
2883,1,65,1,31,84,3.83
2884,1,87,1,30,88,3.5
2885,1,37,1,22,77,4.0
2886,0,116,0,22,99,3.73
2887,1,101,1,27,99,4.0
2888,1,76,1,26,88,3.04
2889,1,41,0,39,102,3.48
2890,0,79,0,36,66,3.35
2891,1,37,1,33,82,4.0
2892,0,89,0,30,90,3.53
2893,1,35,0,23,76,2.84
2894,0,81,0,40,68,3.02
2895,0,63,1,28,88,3.5
2896,1,97,0,22,102,3.37
2897,1,53,1,30,110,3.61
2898,0,36,1,37,84,4.0
2899,1,63,1,38,102,3.95
2900,1,78,1,20,101,3.92
2901,1,65,1,38,109,4.0
2902,0,32,0,25,87,3.76
2903,1,63,1,21,67,4.0
2904,1,104,1,37,93,3.63
2905,1,89,1,37,78,3.68
2906,1,126,1,32,82,3.71
2907,1,75,0,31,88,3.97
2908,1,68,1,36,87,4.0
2909,1,102,1,36,94,3.54
2910,0,68,1,38,102,4.0
2911,1,95,1,31,87,3.96
2912,0,115,1,39,98,3.09
2913,0,74,0,40,92,4.0
2914,1,84,0,22,105,4.0
2915,1,109,1,37,89,3.49
2916,1,103,0,30,91,2.98
2917,1,82,0,28,87,4.0
2918,1,40,0,32,90,4.0
2919,1,126,1,21,81,3.06
2920,1,71,1,30,80,4.0
2921,1,69,1,37,103,3.85
2922,1,125,0,24,77,4.0
2923,0,108,0,29,88,4.0
2924,1,72,1,39,106,4.0
2925,0,55,1,29,87,4.0
2926,0,94,0,27,104,3.09
2927,0,53,0,29,84,2.97
2928,0,47,0,30,77,3.82
2929,0,112,0,33,70,2.96
2930,1,95,1,36,110,4.0
2931,1,107,1,29,76,4.0
2932,0,95,0,36,102,3.61
2933,1,106,1,31,78,3.86
2934,1,127,1,27,110,3.97
2935,1,88,0,33,120,4.0
2936,0,91,1,34,68,3.17
2937,0,97,0,31,77,3.29
2938,1,129,1,21,103,4.0
2939,0,96,0,23,99,4.0
2940,1,124,1,26,103,4.0
2941,1,45,1,26,84,4.0
2942,0,44,0,33,120,4.0
2943,1,53,1,20,94,4.0
2944,1,43,0,35,75,3.52
2945,0,31,0,25,88,3.09
2946,1,45,1,26,75,3.64
2947,1,135,1,31,114,3.56
2948,1,61,1,24,83,3.71
2949,1,83,1,38,99,3.68
2950,1,111,0,22,85,4.0
2951,0,35,0,29,83,3.56
2952,0,51,0,37,65,4.0
2953,0,43,0,32,100,4.0
2954,1,47,1,26,110,4.0
2955,0,112,0,28,79,2.97
2956,1,112,0,34,70,4.0
2957,0,112,0,39,103,4.0
2958,0,104,0,38,69,4.0
2959,1,55,1,27,109,3.93
2960,0,97,0,40,79,3.4
2961,1,101,1,20,77,3.21
2962,1,125,1,21,95,3.59
2963,1,55,1,36,77,3.88
2964,0,64,0,24,82,4.0
2965,1,62,0,21,97,3.54
2966,0,42,0,25,64,2.96
2967,0,92,0,29,115,3.69
2968,1,51,1,35,93,3.23
2969,0,67,0,32,74,4.0
2970,1,96,1,25,78,4.0
2971,1,52,1,30,106,3.78
2972,1,62,1,39,100,3.6
2973,1,130,0,36,111,4.0
2974,1,105,0,26,82,2.83
2975,1,103,1,40,96,4.0
2976,1,120,1,34,98,4.0
2977,1,38,0,21,102,4.0
2978,1,39,1,21,108,3.18
2979,1,45,0,23,82,3.26
2980,1,81,0,35,90,4.0
2981,1,87,1,24,83,2.97
2982,1,47,1,30,91,3.8
2983,1,43,0,22,102,4.0
2984,0,100,0,38,69,4.0
2985,1,85,1,27,108,4.0
2986,0,115,0,38,76,3.23
2987,0,47,1,39,88,4.0
2988,1,102,1,20,109,3.72
2989,1,110,0,29,97,3.48
2990,1,118,0,20,97,4.0
2991,0,50,1,38,75,3.16
2992,0,38,0,30,77,2.78
2993,1,61,1,22,105,3.83
2994,1,99,1,22,84,3.92
2995,1,86,1,28,85,4.0
2996,1,94,0,39,105,4.0
2997,1,36,1,34,77,4.0
2998,0,64,1,37,96,4.0
2999,1,67,1,27,93,4.0
3000,1,115,0,21,92,3.46
3001,0,98,0,39,85,3.61
3002,1,74,0,20,84,4.0
3003,1,91,1,39,77,3.0
3004,0,31,0,27,99,3.58
3005,1,95,1,20,83,3.74
3006,0,38,0,34,106,4.0
3007,1,101,0,40,89,3.86
3008,0,78,1,39,77,4.0
3009,0,54,0,23,89,3.83
3010,1,71,1,24,86,4.0
3011,1,49,1,31,106,3.92
3012,1,67,1,33,87,4.0
3013,1,125,1,35,88,2.99
3014,1,87,1,24,112,3.84
3015,0,73,0,39,99,4.0
3016,0,91,1,33,115,3.92
3017,0,75,0,37,110,3.6
3018,1,69,1,31,80,3.98
3019,1,51,1,28,106,3.32
3020,1,99,0,40,113,4.0
3021,0,101,1,32,113,3.84
3022,0,117,1,37,106,3.92
3023,1,37,0,39,106,4.0
3024,1,43,1,34,88,4.0
3025,1,120,1,31,80,3.79
3026,1,96,1,20,87,4.0
3027,1,121,0,21,69,4.0
3028,1,79,0,24,111,4.0
3029,0,63,0,24,88,3.25
3030,1,70,0,25,110,3.7
3031,1,46,1,26,75,3.54
3032,0,64,1,27,107,3.55
3033,0,23,0,28,85,2.88
3034,1,80,1,22,74,3.19
3035,1,122,1,21,115,4.0
3036,1,71,1,33,108,4.0
3037,1,46,1,31,95,3.73
3038,1,127,0,29,92,4.0
3039,1,51,1,33,98,4.0
3040,0,76,1,37,95,3.76
3041,1,112,1,29,81,3.84
3042,0,46,0,33,86,2.99
3043,1,123,1,39,119,4.0
3044,1,96,1,37,120,4.0
3045,1,70,0,29,114,4.0
3046,0,109,0,33,99,3.83
3047,1,96,1,24,87,4.0
3048,0,83,1,31,81,4.0
3049,1,83,1,40,82,3.76
3050,1,59,1,30,84,2.98
3051,0,61,1,39,120,4.0
3052,1,51,1,28,117,4.0
3053,1,63,1,40,102,4.0
3054,0,50,1,32,79,4.0
3055,1,40,0,21,105,3.32
3056,1,42,0,32,89,3.33
3057,1,54,0,25,64,3.72
3058,1,101,1,21,96,3.53
3059,0,38,1,36,80,2.97
3060,1,81,0,26,81,3.61
3061,1,84,1,36,88,3.56
3062,1,114,1,26,85,3.48
3063,1,95,1,24,92,4.0
3064,0,111,0,39,91,3.39
3065,0,78,0,27,66,2.92
3066,0,32,1,32,113,3.48
3067,1,71,1,32,78,4.0
3068,1,98,0,31,79,4.0
3069,1,79,1,38,87,3.23
3070,1,72,0,33,90,3.34
3071,0,94,0,28,112,4.0
3072,1,61,0,37,96,3.51
3073,1,125,1,24,100,4.0
3074,1,77,1,31,96,4.0
3075,1,96,1,39,95,3.44
3076,0,121,0,33,96,4.0
3077,0,93,0,36,65,3.29
3078,1,86,1,33,89,3.56
3079,1,122,1,37,108,3.84
3080,0,85,0,39,120,4.0
3081,1,70,0,25,75,3.1
3082,1,118,0,23,98,3.74
3083,1,35,1,30,84,3.0
3084,1,82,1,34,120,4.0
3085,1,61,0,25,73,3.41
3086,1,102,0,20,101,3.5
3087,1,35,1,27,72,3.98
3088,1,99,1,39,88,4.0
3089,0,59,1,34,92,4.0
3090,1,49,1,28,107,3.87
3091,1,128,1,24,77,4.0
3092,1,56,0,27,101,3.94
3093,1,68,1,23,92,3.22
3094,1,55,0,22,96,4.0
3095,0,92,1,38,105,4.0
3096,0,97,0,40,74,3.95
3097,1,118,0,23,103,4.0
3098,1,65,1,21,84,4.0
3099,1,88,1,27,107,3.18
3100,1,101,1,29,97,4.0
3101,1,95,1,24,89,3.56
3102,1,100,0,26,84,3.84
3103,0,100,0,24,104,3.45
3104,1,50,1,35,110,3.79
3105,1,52,1,34,85,4.0
3106,1,103,1,33,76,3.72
3107,1,82,0,28,102,4.0
3108,1,74,1,38,72,4.0
3109,1,76,1,39,74,3.52
3110,0,58,0,23,77,3.91
3111,1,89,0,24,86,4.0
3112,1,64,1,31,73,4.0
3113,1,89,0,22,65,3.73
3114,1,52,1,29,76,3.63
3115,0,100,1,32,101,3.92
3116,0,96,0,30,74,3.61
3117,1,87,0,27,87,3.57
3118,1,78,1,31,119,4.0
3119,1,36,1,39,91,3.26
3120,1,50,1,24,97,4.0
3121,0,31,1,33,79,4.0
3122,1,44,1,21,120,3.9
3123,1,102,1,21,84,3.03
3124,1,128,1,31,89,4.0
3125,1,39,0,22,110,4.0
3126,1,45,0,20,89,4.0
3127,1,115,0,23,93,3.43
3128,1,99,1,31,88,3.15
3129,0,64,0,34,88,4.0
3130,0,120,0,24,97,3.49
3131,1,90,0,33,100,4.0
3132,1,93,0,24,83,2.95
3133,1,94,0,32,81,4.0
3134,1,54,1,28,83,3.19
3135,1,80,1,33,72,4.0
3136,1,50,0,40,70,3.76
3137,0,76,0,39,96,4.0
3138,1,37,0,20,105,3.13
3139,1,75,1,38,104,3.73
3140,1,64,1,21,64,2.88
3141,1,64,1,39,89,4.0
3142,1,39,0,26,77,3.95
3143,1,111,1,28,94,4.0
3144,1,74,1,22,86,3.22
3145,1,116,1,22,100,4.0
3146,0,105,1,35,92,3.81
3147,0,39,0,39,65,3.29
3148,0,64,0,32,78,4.0
3149,1,100,0,34,92,3.04
3150,1,85,1,35,93,4.0
3151,1,112,0,25,72,4.0
3152,1,87,1,21,70,4.0
3153,1,94,0,20,93,4.0
3154,1,106,1,27,72,3.39
3155,1,44,1,25,69,3.99
3156,1,86,0,21,86,3.14
3157,1,38,0,24,85,3.09
3158,1,60,1,22,80,4.0
3159,1,53,0,38,82,4.0
3160,1,89,1,23,92,3.16
3161,1,113,1,31,82,3.13
3162,1,50,1,32,93,4.0
3163,1,108,1,31,87,3.4
3164,1,51,1,22,94,4.0
3165,1,57,1,26,104,3.57
3166,1,125,1,21,104,3.37
3167,1,39,0,28,110,4.0
3168,1,58,1,24,104,4.0
3169,0,48,0,31,95,4.0
3170,0,52,1,34,86,4.0
3171,1,66,0,31,87,3.4
3172,0,34,1,29,80,4.0
3173,1,81,1,28,92,3.77
3174,0,66,1,37,102,4.0
3175,1,94,1,24,82,3.86
3176,0,107,1,35,91,3.55
3177,0,51,0,35,83,3.35
3178,1,87,0,28,95,4.0
3179,0,57,0,26,84,3.0
3180,1,36,0,29,82,4.0
3181,1,112,1,22,82,3.47
3182,1,98,1,21,99,3.76
3183,1,36,1,22,91,3.47
3184,1,57,1,24,86,2.97
3185,1,67,1,30,96,4.0
3186,1,113,1,37,86,4.0
3187,1,113,1,25,108,4.0
3188,0,58,1,39,78,2.97
3189,1,49,0,39,89,4.0
3190,1,65,0,39,72,3.39
3191,1,113,1,37,87,4.0
3192,1,69,0,27,68,2.9
3193,1,48,0,21,102,4.0
3194,1,43,1,31,103,4.0
3195,1,71,1,31,103,3.85
3196,0,38,1,37,92,3.18
3197,1,103,0,40,80,4.0
3198,0,47,0,30,81,2.86
3199,1,125,1,27,113,4.0
3200,1,100,1,24,112,4.0
3201,1,75,1,20,94,4.0
3202,0,83,1,30,85,4.0
3203,0,57,1,31,111,3.73
3204,1,44,0,36,82,3.47
3205,0,118,0,30,95,3.63
3206,1,92,0,38,111,4.0
3207,1,33,0,33,80,4.0
3208,0,58,0,37,104,4.0
3209,1,54,1,23,99,4.0
3210,0,51,0,37,91,4.0
3211,1,40,1,34,78,4.0
3212,1,54,0,23,82,3.57
3213,1,103,1,24,96,4.0
3214,1,108,0,39,72,4.0
3215,1,69,1,21,94,3.38
3216,1,86,1,29,100,3.19
3217,1,43,1,26,106,3.59
3218,1,42,1,33,72,4.0
3219,1,91,0,37,110,4.0
3220,0,110,0,27,116,3.61
3221,1,47,1,29,98,4.0
3222,1,72,1,40,77,3.16
3223,1,129,1,36,87,4.0
3224,1,107,1,38,91,4.0
3225,1,57,1,29,96,4.0
3226,1,59,0,25,92,3.22
3227,1,128,1,28,96,4.0
3228,1,57,1,34,91,3.69
3229,1,80,1,22,96,3.89
3230,1,70,1,25,86,3.89
3231,1,83,1,21,87,4.0
3232,1,55,0,29,84,4.0
3233,1,106,1,37,119,4.0
3234,1,64,1,20,112,4.0
3235,1,95,1,34,100,3.61
3236,1,75,1,39,111,4.0
3237,1,64,1,25,103,4.0
3238,1,100,0,34,95,3.59
3239,0,114,0,40,71,4.0
3240,1,119,1,39,88,4.0
3241,1,44,1,25,87,3.93
3242,1,77,1,22,76,4.0
3243,1,98,1,23,71,3.75
3244,1,86,0,34,99,3.02
3245,0,96,0,35,97,4.0
3246,1,127,1,33,76,4.0
3247,1,68,1,27,82,4.0
3248,1,112,1,23,108,3.26
3249,0,32,0,32,80,3.82
3250,0,107,0,30,94,3.14
3251,1,109,1,35,89,3.29
3252,1,88,1,29,99,4.0
3253,0,100,0,27,80,3.26
3254,1,101,1,26,93,4.0
3255,1,90,1,24,94,4.0
3256,1,126,1,25,95,3.49
3257,1,47,0,22,93,3.92
3258,1,130,1,27,97,3.07
3259,1,58,1,21,120,4.0
3260,0,75,0,24,120,3.23
3261,0,43,1,35,83,2.94
3262,1,58,1,27,64,3.96
3263,1,99,1,33,100,4.0
3264,0,30,1,34,95,4.0
3265,1,125,0,32,107,3.57
3266,1,63,1,39,96,3.45
3267,1,63,1,20,93,4.0
3268,1,123,1,35,108,4.0
3269,0,102,0,39,110,3.82
3270,0,85,0,37,73,3.59
3271,1,46,1,23,81,3.14
3272,1,108,1,27,91,3.31
3273,1,69,0,23,93,4.0
3274,1,129,1,32,89,3.19
3275,1,98,0,34,98,3.38
3276,0,107,0,26,106,3.53
3277,0,101,0,31,116,4.0
3278,1,93,1,34,100,3.19
3279,1,103,1,28,80,3.9
3280,0,83,0,37,90,4.0
3281,1,39,1,35,91,3.06
3282,1,72,1,21,99,4.0
3283,0,58,0,32,97,4.0
3284,1,107,0,25,120,3.82
3285,1,88,1,31,86,3.22
3286,0,83,1,39,97,3.16
3287,1,123,1,38,120,4.0
3288,1,82,0,28,84,3.94
3289,1,54,0,26,94,3.4
3290,1,36,1,25,79,4.0
3291,0,42,1,31,93,4.0
3292,0,25,0,22,81,3.36
3293,1,63,1,31,107,4.0
3294,1,97,1,20,94,3.53
3295,1,46,0,26,79,4.0
3296,1,46,1,24,104,3.37
3297,1,127,0,39,95,4.0
3298,1,134,1,35,105,3.63
3299,0,84,1,27,76,4.0
3300,1,44,0,22,97,3.32
3301,1,118,1,30,103,4.0
3302,1,81,0,24,86,2.98
3303,0,38,1,31,74,3.17
3304,1,90,1,37,91,3.38
3305,0,31,1,32,109,3.27
3306,1,133,1,33,108,4.0
3307,1,115,1,31,86,4.0
3308,1,59,1,39,74,4.0
3309,1,76,1,39,86,4.0
3310,1,71,1,30,85,2.97
3311,0,107,0,26,98,3.22
3312,1,68,0,29,91,4.0
3313,1,37,0,24,81,4.0
3314,1,61,1,33,107,4.0
3315,1,58,1,30,94,3.79
3316,1,124,0,22,98,3.27
3317,0,107,1,24,68,3.08
3318,0,48,1,30,64,3.47
3319,1,31,0,38,72,4.0
3320,1,79,0,31,85,2.92
3321,1,115,1,34,100,4.0
3322,1,57,1,27,64,4.0
3323,1,81,0,31,114,4.0
3324,1,54,1,29,94,4.0
3325,1,67,0,33,111,3.14
3326,1,104,0,21,80,4.0
3327,1,76,0,30,99,3.72
3328,1,80,1,26,93,4.0
3329,1,113,1,27,103,3.51
3330,1,106,0,39,89,3.78
3331,1,51,0,24,99,3.07
3332,0,66,0,26,107,3.15
3333,1,116,1,30,83,4.0
3334,1,81,1,37,95,4.0
3335,1,91,0,28,66,3.72
3336,1,65,0,35,102,4.0
3337,0,38,0,37,119,4.0
3338,1,45,0,26,75,3.43
3339,0,64,1,28,91,4.0
3340,1,70,0,27,104,4.0
3341,1,120,0,37,92,4.0
3342,1,90,1,21,94,4.0
3343,0,84,0,26,87,3.81
3344,1,101,1,34,86,3.8
3345,1,88,1,31,91,4.0
3346,0,100,0,29,93,4.0
3347,1,108,1,31,75,4.0
3348,1,71,1,24,91,4.0
3349,1,50,1,29,114,3.93
3350,1,128,1,30,86,3.44
3351,1,92,1,38,75,2.91
3352,1,104,1,25,90,4.0
3353,1,102,0,37,82,3.29
3354,1,92,1,33,73,4.0
3355,1,83,1,20,94,4.0
3356,1,129,1,34,82,4.0
3357,1,98,0,21,83,2.84
3358,1,117,1,40,94,3.68
3359,1,72,0,37,71,4.0
3360,1,115,0,26,68,3.75
3361,1,106,0,25,101,4.0
3362,1,103,1,28,65,4.0
3363,1,39,0,27,78,3.67
3364,1,89,1,27,67,3.49
3365,0,56,0,26,85,3.76
3366,0,91,0,32,98,4.0
3367,1,91,1,23,94,3.77
3368,1,54,1,37,120,4.0
3369,1,91,1,36,107,4.0
3370,1,73,0,30,79,3.35
3371,0,97,1,37,75,4.0
3372,1,91,1,25,120,4.0
3373,1,86,1,20,107,4.0
3374,1,102,0,32,100,3.21
3375,1,96,0,29,93,3.43
3376,1,128,0,31,96,3.6
3377,0,54,0,38,71,3.32
3378,1,101,1,39,94,3.39
3379,1,53,1,33,93,4.0
3380,0,99,0,35,79,3.63
3381,1,111,1,22,84,4.0
3382,1,111,1,23,113,4.0
3383,1,46,1,35,90,3.28
3384,1,137,1,29,120,4.0
3385,1,122,1,29,68,4.0
3386,0,60,0,26,85,3.98
3387,0,73,1,32,70,2.81
3388,1,118,1,24,75,4.0
3389,0,69,1,33,80,3.37
3390,1,92,0,23,96,4.0
3391,1,95,1,21,96,4.0
3392,1,93,0,27,82,3.48
3393,1,81,0,25,64,3.21
3394,1,80,1,38,113,4.0
3395,1,85,0,21,88,4.0
3396,1,113,0,24,76,3.79
3397,1,116,0,31,96,3.48
3398,1,106,0,30,95,3.15
3399,0,63,1,21,87,3.29
3400,1,112,1,20,94,4.0
3401,0,58,1,40,76,3.47
3402,1,100,1,33,103,3.21
3403,1,85,0,27,78,3.69
3404,1,64,1,29,84,4.0
3405,1,79,0,25,101,4.0
3406,0,109,0,27,109,4.0
3407,1,126,0,33,114,4.0
3408,0,48,0,38,107,3.8
3409,1,80,1,24,87,3.97
3410,0,63,1,37,70,4.0
3411,1,88,1,22,112,4.0
3412,1,134,1,24,111,4.0
3413,1,85,1,21,83,4.0
3414,1,119,1,23,105,4.0
3415,1,97,0,38,87,4.0
3416,1,52,1,29,113,4.0
3417,1,102,1,22,85,4.0
3418,1,100,0,39,120,3.43
3419,1,112,1,38,103,4.0
3420,1,50,1,35,117,4.0
3421,0,47,0,39,86,3.58
3422,1,107,0,24,98,3.57
3423,0,59,0,37,78,3.99
3424,1,125,1,34,104,3.58
3425,1,86,0,37,105,4.0
3426,0,31,0,36,120,3.51
3427,1,105,1,27,99,4.0
3428,1,85,0,35,102,4.0
3429,0,54,0,25,85,3.69
3430,1,40,1,27,100,3.86
3431,1,54,1,22,87,3.46
3432,1,49,0,39,94,3.6
3433,0,82,0,26,94,3.94
3434,1,108,1,30,87,3.47
3435,0,49,0,28,93,4.0
3436,0,92,1,39,87,4.0
